from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,145.2,1000.0,14.5,1.0 14522.6
1,,1.0000,39,,1.0000*,179.9,1000.0,18.0,1.0 17988.6
2,,1.0000*,3,,1.0000,353.0,1000.0,35.3,1.0 35300.3
2,,1.0000,25,,1.0000*,272.3,1000.0,27.2,1.0 27234.4
3,,1.0000,4,,1.0000*,99.9,1000.0,10.0,1.0  9994.5
3,,1.0000,18,,1.0000*,73.4,1000.0,7.3,1.0  7335.1
4,,1.0000*,5,,1.0000,116.2,1000.0,11.6,1.0 11621.8
4,,1.0000,14,,1.0000*,462.9,1000.0,46.3,1.0 46291.7
5,,1.0000,6,,1.0000*,280.2,1000.0,28.0,1.0 28019.6
5,,1.0000,8,,1.0000*,342.8,1000.0,34.3,1.0 34275.5
6,,1.0000*,7,,1.0000,409.4,1000.0,40.9,1.0 40942.1
6,,1.0000*,11,,1.0000,1137.0,1000.0,113.7,1.0113703.5
7,,1.0000,8,,1.0000*,162.8,1000.0,16.3,1.0 16280.1
8,,1.0000*,9,,1.0000,54.1,1000.0,5.4,1.0  5414.3
9,,1.0000,39,,1.0000*,133.1,1000.0,13.3,1.0 13306.6
10,,1.0000,11,,1.0000*,1095.9,1000.0,109.6,1.0109592.2
10,,1.0000*,13,,1.0000,562.8,1000.0,56.3,1.0 56281.5
13,,1.0000*,14,,1.0000,534.5,1000.0,53.5,1.0 53454.0
14,,1.0000,15,,1.0000*,80.6,1000.0,8.1,1.0  8064.6
15,,1.0000*,16,,1.0000,274.2,1000.0,27.4,1.0 27422.1
16,,1.0000*,17,,1.0000,251.5,1000.0,25.1,1.0 25145.4
16,,1.0000,19,,1.0000*,455.4,500.0,91.1,1.0 45536.0
16,,1.0000,21,,1.0000*,334.0,500.0,66.8,1.0 33399.5
16,,1.0000*,24,,1.0000,94.5,500.0,18.9,1.0  9453.2
17,,1.0000*,18,,1.0000,221.7,500.0,44.3,1.0 22171.6
17,,1.0000*,27,,1.0000,38.4,500.0,7.7,1.0  3835.9
21,,1.0000,22,,1.0000*,613.4,500.0,122.7,1.0 61336.9
22,,1.0000,23,,1.0000*,74.3,500.0,14.9,1.0  7425.0
23,,1.0000*,24,,1.0000,354.1,500.0,70.8,1.0 35412.3
25,,1.0000,26,,1.0000*,76.0,500.0,15.2,1.0  7599.0
26,,1.0000,27,,1.0000*,267.5,500.0,53.5,1.0 26750.5
26,,1.0000,28,,1.0000*,154.9,500.0,31.0,1.0 15486.5
26,,1.0000,29,,1.0000*,206.0,500.0,41.2,1.0 20604.4
28,,1.0000,29,,1.0000*,352.1,500.0,70.4,1.0 35212.6
