NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,186.88050842285156,30-1 
31,1 ,750.0,0.0,641.9063720703125,800.0,-500.0,465.4634094238281,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,121.71904754638672,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,214.9864959716797,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,216.13528442382812,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,618.6932373046875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,169.1253662109375,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,14.50779914855957,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,52.97713851928711,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,50.908416748046875,39-1 
