Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    225.5  1000.0    22.5     1.0 22547.3
     1     1           1.0000     1     39     39          1.0000*    1  1    234.4  1000.0    23.4     1.0 23442.0
     2     2           1.0000     1      3     3           1.0000*    1  1    367.6  1000.0    36.8     1.0 36756.0
     2     2           1.0000     1     25     25          1.0000*    1  1    361.2  1000.0    36.1     1.0 36122.1
     3     3           1.0000*    1      4     4           1.0000     1  1    404.0  1000.0    40.4     1.0 40401.8
     3     3           1.0000     1     18     18          1.0000*    1  1    385.2  1000.0    38.5     1.0 38521.6
     4     4           1.0000*    1      5     5           1.0000     1  1    361.0  1000.0    36.1     1.0 36099.3
     4     4           1.0000     1     14     14          1.0000*    1  1    415.4  1000.0    41.5     1.0 41543.7
     5     5           1.0000*    1      6     6           1.0000     1  1     60.4  1000.0     6.0     1.0  6040.6
     5     5           1.0000     1      8     8           1.0000*    1  1    326.7  1000.0    32.7     1.0 32674.6
     6     6           1.0000     1      7     7           1.0000*    1  1    351.5  1000.0    35.2     1.0 35151.5
     6     6           1.0000*    1     11     11          1.0000     1  1    726.7  1000.0    72.7     1.0 72672.7
     7     7           1.0000     1      8     8           1.0000*    1  1    106.1  1000.0    10.6     1.0 10605.9
     8     8           1.0000*    1      9     9           1.0000     1  1    118.8  1000.0    11.9     1.0 11881.2
     9     9           1.0000     1     39     39          1.0000*    1  1    174.5  1000.0    17.4     1.0 17445.2
    10     10          1.0000     1     11     11          1.0000*    1  1    682.0  1000.0    68.2     1.0 68200.4
    10     10          1.0000     1     13     13          1.0000*    1  1    129.1  1000.0    12.9     1.0 12912.6
    13     13          1.0000     1     14     14          1.0000*    1  1    124.7  1000.0    12.5     1.0 12470.4
    14     14          1.0000*    1     15     15          1.0000     1  1    501.7  1000.0    50.2     1.0 50171.9
    15     15          1.0000     1     16     16          1.0000*    1  1    802.4  1000.0    80.2     1.0 80239.1
    16     16          1.0000     1     17     17          1.0000*    1  1    662.1  1000.0    66.2     1.0 66210.5
    16     16          1.0000     1     19     19          1.0000*    1  1   1442.4   500.0   288.5     1.0144240.8
    16     16          1.0000*    1     21     21          1.0000     1  1    331.5   500.0    66.3     1.0 33152.4
    16     16          1.0000*    1     24     24          1.0000     1  1    138.2   500.0    27.6     1.0 13822.8
    17     17          1.0000*    1     18     18          1.0000     1  1    533.5   500.0   106.7     1.0 53348.8
    17     17          1.0000*    1     27     27          1.0000     1  1    142.5   500.0    28.5     1.0 14253.4
    21     21          1.0000     1     22     22          1.0000*    1  1    629.5   500.0   125.9     1.0 62951.9
    22     22          1.0000     1     23     23          1.0000*    1  1     77.4   500.0    15.5     1.0  7744.5
    23     23          1.0000*    1     24     24          1.0000     1  1    355.8   500.0    71.2     1.0 35583.9
    25     25          1.0000     1     26     26          1.0000*    1  1     72.7   500.0    14.5     1.0  7266.4
    26     26          1.0000     1     27     27          1.0000*    1  1    211.3   500.0    42.3     1.0 21131.1
    26     26          1.0000     1     28     28          1.0000*    1  1    150.0   500.0    30.0     1.0 15002.8
    26     26          1.0000     1     29     29          1.0000*    1  1    201.4   500.0    40.3     1.0 20139.9
    28     28          1.0000     1     29     29          1.0000*    1  1    350.7   500.0    70.1     1.0 35072.0
