NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,166.11761474609375,30-1 
31,1 ,750.0,0.0,652.59814453125,800.0,-500.0,443.5186767578125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,98.66978454589844,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,346.16485595703125,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,189.87265014648438,34-1 
34,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,34-2 
35,1 ,750.0,0.0,650.0,800.0,-500.0,283.0374755859375,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,141.22679138183594,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,0.5103790760040283,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,38.12753677368164,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,36.95431900024414,39-1 
