NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,353.146728515625,30-1 
31,1 ,750.0,0.0,676.0572509765625,800.0,-500.0,427.0724792480469,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,74.86446380615234,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,111.7137222290039,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,168.2731475830078,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,214.22950744628906,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,102.20574188232422,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,61.869632720947266,37-1 
37,2 ,400.0,0.0,1000.0,300.0,0.0,114.57339477539062,37-2 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,56.98330307006836,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,106.62142944335938,39-1 
