NUMBER,PU,Angle
1,1.04251229763031,0.13895830512046814
2,1.0420289039611816,0.22422486543655396
3,1.0221668481826782,0.17458531260490417
4,1.0244033336639404,0.09108268469572067
5,1.046779751777649,0.051756907254457474
6,1.0485495328903198,0.051488716155290604
7,1.0363284349441528,0.024289675056934357
8,1.0342782735824585,0.02036718651652336
9,1.0437828302383423,0.05955540016293526
10,1.0356643199920654,0.1334160715341568
11,1.0380059480667114,0.1058955192565918
12,1.0209026336669922,0.119547039270401
13,1.029681921005249,0.135083869099617
14,1.0180550813674927,0.14254966378211975
15,0.9847292900085449,0.2503145635128021
16,0.9914816617965698,0.3280733823776245
17,1.0036238431930542,0.26822394132614136
18,1.0082614421844482,0.22427578270435333
19,1.035012125968933,0.4111301004886627
20,0.9827724099159241,0.3855983316898346
21,0.9683195948600769,0.4647351801395416
22,0.9853904247283936,0.6472933292388916
23,0.9921691417694092,0.6071434617042542
24,0.9912418127059937,0.3517271876335144
25,1.0548535585403442,0.25826141238212585
26,1.0399852991104126,0.2679818570613861
27,1.0175235271453857,0.2471204549074173
28,1.0438647270202637,0.3299034535884857
29,1.045649528503418,0.3783922493457794
30,1.0475000143051147,0.26672980189323425
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.27046337723731995
33,0.9972000122070312,0.5027920603752136
34,1.0123000144958496,0.47652265429496765
35,0.9999999403953552,0.8952597379684448
36,1.0635000467300415,0.7505281567573547
37,1.0277999639511108,0.37691205739974976
38,1.0264999866485596,0.5019676089286804
39,1.0299999713897705,0.08757446706295013
