NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,101.32921600341797,30-1 
31,1 ,750.0,0.0,1574.4686279296875,800.0,-500.0,695.6329956054688,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,93.25128173828125,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,84.08201599121094,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,155.4694061279297,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,183.21824645996094,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,84.61965942382812,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-21.97178840637207,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,8.094907760620117,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,1.3105624914169312,39-1 
