NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,317.3529968261719,30-1 
31,1 ,750.0,0.0,718.8052978515625,800.0,-500.0,478.72320556640625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,112.0060806274414,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,159.687255859375,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,190.5050811767578,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,268.1006774902344,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,132.7560272216797,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,110.82742309570312,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,489.3250427246094,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,81.37017822265625,39-1 
