from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,199.1,1000.0,19.9,1.0 19914.4
1,,1.0000,39,,1.0000*,209.4,1000.0,20.9,1.0 20942.7
2,,1.0000*,3,,1.0000,389.1,1000.0,38.9,1.0 38905.7
2,,1.0000,25,,1.0000*,349.5,1000.0,35.0,1.0 34954.5
3,,1.0000*,4,,1.0000,392.0,1000.0,39.2,1.0 39197.2
3,,1.0000,18,,1.0000*,366.3,1000.0,36.6,1.0 36629.8
4,,1.0000*,5,,1.0000,206.1,1000.0,20.6,1.0 20609.0
4,,1.0000,14,,1.0000*,174.8,1000.0,17.5,1.0 17484.9
5,,1.0000*,6,,1.0000,271.0,1000.0,27.1,1.0 27102.5
5,,1.0000,8,,1.0000*,315.2,1000.0,31.5,1.0 31518.2
6,,1.0000*,7,,1.0000,389.1,1000.0,38.9,1.0 38913.1
6,,1.0000,11,,1.0000*,181.3,1000.0,18.1,1.0 18129.6
7,,1.0000,8,,1.0000*,142.2,1000.0,14.2,1.0 14222.5
8,,1.0000*,9,,1.0000,93.6,1000.0,9.4,1.0  9360.5
9,,1.0000,39,,1.0000*,157.7,1000.0,15.8,1.0 15767.8
10,,1.0000*,11,,1.0000,135.7,1000.0,13.6,1.0 13569.6
10,,1.0000*,13,,1.0000,621.8,1000.0,62.2,1.0 62183.3
13,,1.0000,14,,1.0000*,398.6,1000.0,39.9,1.0 39856.9
14,,1.0000*,15,,1.0000,570.0,1000.0,57.0,1.0 56999.1
15,,1.0000,16,,1.0000*,860.7,1000.0,86.1,1.0 86071.5
16,,1.0000,17,,1.0000*,635.5,1000.0,63.6,1.0 63550.1
16,,1.0000,19,,1.0000*,494.3,500.0,98.9,1.0 49431.6
16,,1.0000*,21,,1.0000,992.0,500.0,198.4,1.0 99195.2
16,,1.0000,24,,1.0000*,393.7,500.0,78.7,1.0 39365.1
17,,1.0000*,18,,1.0000,508.7,500.0,101.7,1.0 50871.5
17,,1.0000*,27,,1.0000,145.3,500.0,29.1,1.0 14531.6
21,,1.0000,22,,1.0000*,1255.6,500.0,251.1,1.0125555.1
22,,1.0000*,23,,1.0000,414.5,500.0,82.9,1.0 41453.0
23,,1.0000*,24,,1.0000,713.7,500.0,142.7,1.0 71368.6
25,,1.0000,26,,1.0000*,77.8,500.0,15.6,1.0  7780.7
26,,1.0000,27,,1.0000*,231.2,500.0,46.2,1.0 23123.2
26,,1.0000,28,,1.0000*,148.1,500.0,29.6,1.0 14808.0
26,,1.0000,29,,1.0000*,199.4,500.0,39.9,1.0 19945.0
28,,1.0000,29,,1.0000*,350.2,500.0,70.0,1.0 35023.3
