Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:09
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    138.0  1000.0    13.8     1.0 13796.9
     1     1           1.0000     1     39     39          1.0000*    1  1    174.6  1000.0    17.5     1.0 17465.0
     2     2           1.0000*    1      3     3           1.0000     1  1    372.1  1000.0    37.2     1.0 37213.7
     2     2           1.0000     1     25     25          1.0000*    1  1    287.2  1000.0    28.7     1.0 28723.8
     3     3           1.0000*    1      4     4           1.0000     1  1    169.2  1000.0    16.9     1.0 16921.4
     3     3           1.0000     1     18     18          1.0000*    1  1    141.4  1000.0    14.1     1.0 14144.3
     4     4           1.0000*    1      5     5           1.0000     1  1    205.6  1000.0    20.6     1.0 20560.0
     4     4           1.0000     1     14     14          1.0000*    1  1    184.9  1000.0    18.5     1.0 18494.8
     5     5           1.0000     1      6     6           1.0000*    1  1    470.0  1000.0    47.0     1.0 47003.6
     5     5           1.0000     1      8     8           1.0000*    1  1    331.6  1000.0    33.2     1.0 33158.3
     6     6           1.0000*    1      7     7           1.0000     1  1    435.9  1000.0    43.6     1.0 43587.8
     6     6           1.0000     1     11     11          1.0000*    1  1    194.9  1000.0    19.5     1.0 19493.1
     7     7           1.0000     1      8     8           1.0000*    1  1    188.3  1000.0    18.8     1.0 18832.0
     8     8           1.0000     1      9     9           1.0000*    1  1     38.1  1000.0     3.8     1.0  3807.5
     9     9           1.0000     1     39     39          1.0000*    1  1    156.0  1000.0    15.6     1.0 15603.3
    10     10          1.0000*    1     11     11          1.0000     1  1    175.8  1000.0    17.6     1.0 17578.7
    10     10          1.0000*    1     13     13          1.0000     1  1    515.9  1000.0    51.6     1.0 51591.3
    13     13          1.0000     1     14     14          1.0000*    1  1     47.9  1000.0     4.8     1.0  4792.5
    14     14          1.0000     1     15     15          1.0000*    1  1    198.1  1000.0    19.8     1.0 19813.4
    15     15          1.0000     1     16     16          1.0000*    1  1    474.2  1000.0    47.4     1.0 47423.3
    16     16          1.0000*    1     17     17          1.0000     1  1    330.0  1000.0    33.0     1.0 33001.0
    16     16          1.0000     1     19     19          1.0000*    1  1    458.7   500.0    91.7     1.0 45867.7
    16     16          1.0000     1     21     21          1.0000*    1  1    497.2   500.0    99.4     1.0 49719.8
    16     16          1.0000     1     24     24          1.0000*    1  1    178.9   500.0    35.8     1.0 17887.6
    17     17          1.0000*    1     18     18          1.0000     1  1    282.2   500.0    56.4     1.0 28219.3
    17     17          1.0000*    1     27     27          1.0000     1  1     56.4   500.0    11.3     1.0  5641.1
    21     21          1.0000     1     22     22          1.0000*    1  1    769.0   500.0   153.8     1.0 76896.7
    22     22          1.0000     1     23     23          1.0000*    1  1    236.1   500.0    47.2     1.0 23610.7
    23     23          1.0000     1     24     24          1.0000*    1  1    497.3   500.0    99.5     1.0 49732.1
    25     25          1.0000     1     26     26          1.0000*    1  1     70.7   500.0    14.1     1.0  7067.0
    26     26          1.0000     1     27     27          1.0000*    1  1    259.8   500.0    52.0     1.0 25981.6
    26     26          1.0000     1     28     28          1.0000*    1  1    153.9   500.0    30.8     1.0 15385.7
    26     26          1.0000     1     29     29          1.0000*    1  1    205.1   500.0    41.0     1.0 20509.3
    28     28          1.0000     1     29     29          1.0000*    1  1    351.8   500.0    70.4     1.0 35181.5
