Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:35
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    103.2  1000.0    10.3     1.0 10320.1
     1     1           1.0000     1     39     39          1.0000*    1  1    146.7  1000.0    14.7     1.0 14667.0
     2     2           1.0000     1      3     3           1.0000*    1  1    279.8  1000.0    28.0     1.0 27982.4
     2     2           1.0000     1     25     25          1.0000*    1  1    411.1  1000.0    41.1     1.0 41106.5
     3     3           1.0000     1      4     4           1.0000*    1  1    472.9  1000.0    47.3     1.0 47288.4
     3     3           1.0000     1     18     18          1.0000*    1  1    126.6  1000.0    12.7     1.0 12664.2
     4     4           1.0000     1      5     5           1.0000*    1  1    681.8  1000.0    68.2     1.0 68181.0
     4     4           1.0000     1     14     14          1.0000*    1  1    297.5  1000.0    29.8     1.0 29752.3
     5     5           1.0000     1      6     6           1.0000*    1  1   1058.0  1000.0   105.8     1.0105795.1
     5     5           1.0000*    1      8     8           1.0000     1  1    391.7  1000.0    39.2     1.0 39173.3
     6     6           1.0000*    1      7     7           1.0000     1  1    593.8  1000.0    59.4     1.0 59383.4
     6     6           1.0000     1     11     11          1.0000*    1  1     89.7  1000.0     9.0     1.0  8970.6
     7     7           1.0000*    1      8     8           1.0000     1  1    346.6  1000.0    34.7     1.0 34661.8
     8     8           1.0000*    1      9     9           1.0000     1  1    208.8  1000.0    20.9     1.0 20877.1
     9     9           1.0000     1     39     39          1.0000*    1  1    218.9  1000.0    21.9     1.0 21893.9
    10     10          1.0000*    1     11     11          1.0000     1  1     89.1  1000.0     8.9     1.0  8913.2
    10     10          1.0000*    1     13     13          1.0000     1  1    566.3  1000.0    56.6     1.0 56633.0
    13     13          1.0000*    1     14     14          1.0000     1  1    583.1  1000.0    58.3     1.0 58305.7
    14     14          1.0000*    1     15     15          1.0000     1  1    283.0  1000.0    28.3     1.0 28297.3
    15     15          1.0000*    1     16     16          1.0000     1  1    142.0  1000.0    14.2     1.0 14200.2
    16     16          1.0000*    1     17     17          1.0000     1  1    458.2  1000.0    45.8     1.0 45820.7
    16     16          1.0000     1     19     19          1.0000*    1  1    456.4   500.0    91.3     1.0 45644.7
    16     16          1.0000     1     21     21          1.0000*    1  1    332.7   500.0    66.5     1.0 33271.3
    16     16          1.0000*    1     24     24          1.0000     1  1    100.0   500.0    20.0     1.0 10000.1
    17     17          1.0000*    1     18     18          1.0000     1  1    283.2   500.0    56.6     1.0 28319.5
    17     17          1.0000*    1     27     27          1.0000     1  1    178.4   500.0    35.7     1.0 17840.4
    21     21          1.0000     1     22     22          1.0000*    1  1    614.9   700.0    87.8     1.0 61486.5
    22     22          1.0000     1     23     23          1.0000*    1  1     74.7   500.0    14.9     1.0  7465.2
    23     23          1.0000*    1     24     24          1.0000     1  1    353.9   500.0    70.8     1.0 35392.1
    25     25          1.0000     1     26     26          1.0000*    1  1     94.9   500.0    19.0     1.0  9487.3
    26     26          1.0000     1     27     27          1.0000*    1  1    146.1   500.0    29.2     1.0 14612.8
    26     26          1.0000     1     28     28          1.0000*    1  1    153.6   500.0    30.7     1.0 15355.5
    26     26          1.0000     1     29     29          1.0000*    1  1    204.8   500.0    41.0     1.0 20480.6
    28     28          1.0000     1     29     29          1.0000*    1  1    351.7   500.0    70.3     1.0 35172.4
