from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,126.4,1000.0,12.6,1.0 12644.1
1,,1.0000,39,,1.0000*,96.7,1000.0,9.7,1.0  9667.8
2,,1.0000*,3,,1.0000,244.2,1000.0,24.4,1.0 24423.8
2,,1.0000,25,,1.0000*,1201.8,1000.0,120.2,1.0120184.5
3,,1.0000*,4,,1.0000,90.2,1000.0,9.0,1.0  9019.8
3,,1.0000*,18,,1.0000,125.6,1000.0,12.6,1.0 12563.4
4,,1.0000*,5,,1.0000,262.1,1000.0,26.2,1.0 26211.3
4,,1.0000,14,,1.0000*,284.3,1000.0,28.4,1.0 28432.7
5,,1.0000,6,,1.0000*,545.9,1000.0,54.6,1.0 54592.4
5,,1.0000,8,,1.0000*,348.4,1000.0,34.8,1.0 34838.7
6,,1.0000*,7,,1.0000,465.6,1000.0,46.6,1.0 46556.3
6,,1.0000,11,,1.0000*,363.7,1000.0,36.4,1.0 36374.2
7,,1.0000,8,,1.0000*,217.6,1000.0,21.8,1.0 21761.3
8,,1.0000*,9,,1.0000,32.7,1000.0,3.3,1.0  3269.3
9,,1.0000,39,,1.0000*,147.4,1000.0,14.7,1.0 14744.3
10,,1.0000*,11,,1.0000,349.0,1000.0,34.9,1.0 34898.9
10,,1.0000,13,,1.0000*,321.4,1000.0,32.1,1.0 32142.1
13,,1.0000,14,,1.0000*,311.9,1000.0,31.2,1.0 31194.7
14,,1.0000,15,,1.0000*,89.4,1000.0,8.9,1.0  8935.0
15,,1.0000*,16,,1.0000,301.3,1000.0,30.1,1.0 30127.4
16,,1.0000,17,,1.0000*,200.7,1000.0,20.1,1.0 20065.1
16,,1.0000,19,,1.0000*,456.2,500.0,91.2,1.0 45615.2
16,,1.0000,21,,1.0000*,333.0,500.0,66.6,1.0 33299.1
16,,1.0000*,24,,1.0000,98.7,500.0,19.7,1.0  9870.6
17,,1.0000,18,,1.0000*,283.1,500.0,56.6,1.0 28311.1
17,,1.0000,27,,1.0000*,84.8,500.0,17.0,1.0  8484.6
21,,1.0000,22,,1.0000*,614.5,500.0,122.9,1.0 61449.7
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0  7455.7
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35395.8
25,,1.0000*,26,,1.0000,178.4,500.0,35.7,1.0 17835.2
26,,1.0000*,27,,1.0000,367.0,500.0,73.4,1.0 36696.4
26,,1.0000,28,,1.0000*,150.4,500.0,30.1,1.0 15036.1
26,,1.0000,29,,1.0000*,201.7,500.0,40.3,1.0 20172.7
28,,1.0000,29,,1.0000*,350.8,500.0,70.2,1.0 35080.9
