NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,225.60830688476562,30-1 
31,1 ,750.0,0.0,1590.9019775390625,800.0,-500.0,740.0370483398438,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,104.37408447265625,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,97.14501190185547,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,161.52230834960938,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,197.8773651123047,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,92.9325942993164,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-6.9519243240356445,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,15.397823333740234,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,49.621070861816406,39-1 
