from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,103.2,1000.0,10.3,1.0 10320.1
1,,1.0000,39,,1.0000*,146.7,1000.0,14.7,1.0 14667.0
2,,1.0000,3,,1.0000*,279.8,1000.0,28.0,1.0 27982.4
2,,1.0000,25,,1.0000*,411.1,1000.0,41.1,1.0 41106.5
3,,1.0000,4,,1.0000*,472.9,1000.0,47.3,1.0 47288.4
3,,1.0000,18,,1.0000*,126.6,1000.0,12.7,1.0 12664.2
4,,1.0000,5,,1.0000*,681.8,1000.0,68.2,1.0 68181.0
4,,1.0000,14,,1.0000*,297.5,1000.0,29.8,1.0 29752.3
5,,1.0000,6,,1.0000*,1058.0,1000.0,105.8,1.0105795.1
5,,1.0000*,8,,1.0000,391.7,1000.0,39.2,1.0 39173.3
6,,1.0000*,7,,1.0000,593.8,1000.0,59.4,1.0 59383.4
6,,1.0000,11,,1.0000*,89.7,1000.0,9.0,1.0  8970.6
7,,1.0000*,8,,1.0000,346.6,1000.0,34.7,1.0 34661.8
8,,1.0000*,9,,1.0000,208.8,1000.0,20.9,1.0 20877.1
9,,1.0000,39,,1.0000*,218.9,1000.0,21.9,1.0 21893.9
10,,1.0000*,11,,1.0000,89.1,1000.0,8.9,1.0  8913.2
10,,1.0000*,13,,1.0000,566.3,1000.0,56.6,1.0 56633.0
13,,1.0000*,14,,1.0000,583.1,1000.0,58.3,1.0 58305.7
14,,1.0000*,15,,1.0000,283.0,1000.0,28.3,1.0 28297.3
15,,1.0000*,16,,1.0000,142.0,1000.0,14.2,1.0 14200.2
16,,1.0000*,17,,1.0000,458.2,1000.0,45.8,1.0 45820.7
16,,1.0000,19,,1.0000*,456.4,500.0,91.3,1.0 45644.7
16,,1.0000,21,,1.0000*,332.7,500.0,66.5,1.0 33271.3
16,,1.0000*,24,,1.0000,100.0,500.0,20.0,1.0 10000.1
17,,1.0000*,18,,1.0000,283.2,500.0,56.6,1.0 28319.5
17,,1.0000*,27,,1.0000,178.4,500.0,35.7,1.0 17840.4
21,,1.0000,22,,1.0000*,614.9,500.0,123.0,1.0 61486.5
22,,1.0000,23,,1.0000*,74.7,500.0,14.9,1.0  7465.2
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35392.1
25,,1.0000,26,,1.0000*,94.9,500.0,19.0,1.0  9487.3
26,,1.0000,27,,1.0000*,146.1,500.0,29.2,1.0 14612.8
26,,1.0000,28,,1.0000*,153.6,500.0,30.7,1.0 15355.5
26,,1.0000,29,,1.0000*,204.8,500.0,41.0,1.0 20480.6
28,,1.0000,29,,1.0000*,351.7,500.0,70.3,1.0 35172.4
