from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,64.2,1000.0,6.4,1.0  6420.1
1,,1.0000,39,,1.0000*,90.7,1000.0,9.1,1.0  9074.3
2,,1.0000,3,,1.0000*,298.7,1000.0,29.9,1.0 29867.9
2,,1.0000,25,,1.0000*,514.4,1000.0,51.4,1.0 51444.2
3,,1.0000*,4,,1.0000,152.3,1000.0,15.2,1.0 15226.0
3,,1.0000*,18,,1.0000,477.7,1000.0,47.8,1.0 47767.6
4,,1.0000*,5,,1.0000,266.7,1000.0,26.7,1.0 26672.7
4,,1.0000*,14,,1.0000,457.1,1000.0,45.7,1.0 45708.9
5,,1.0000,6,,1.0000*,572.0,1000.0,57.2,1.0 57204.8
5,,1.0000*,8,,1.0000,384.8,1000.0,38.5,1.0 38475.7
6,,1.0000*,7,,1.0000,501.9,1000.0,50.2,1.0 50191.1
6,,1.0000,11,,1.0000*,455.9,1000.0,45.6,1.0 45590.9
7,,1.0000,8,,1.0000*,253.9,1000.0,25.4,1.0 25387.1
8,,1.0000*,9,,1.0000,110.0,1000.0,11.0,1.0 10998.6
9,,1.0000,39,,1.0000*,156.5,1000.0,15.7,1.0 15652.4
10,,1.0000*,11,,1.0000,433.3,1000.0,43.3,1.0 43329.6
10,,1.0000,13,,1.0000*,264.3,1000.0,26.4,1.0 26432.5
13,,1.0000,14,,1.0000*,242.5,1000.0,24.3,1.0 24254.9
14,,1.0000,15,,1.0000*,303.5,1000.0,30.4,1.0 30354.3
15,,1.0000,16,,1.0000*,559.0,1000.0,55.9,1.0 55900.6
16,,1.0000,17,,1.0000*,913.0,1000.0,91.3,1.0 91299.4
16,,1.0000,19,,1.0000*,497.2,500.0,99.4,1.0 49721.9
16,,1.0000*,21,,1.0000,867.5,500.0,173.5,1.0 86753.8
16,,1.0000*,24,,1.0000,504.8,500.0,101.0,1.0 50478.4
17,,1.0000,18,,1.0000*,623.2,500.0,124.6,1.0 62318.6
17,,1.0000*,27,,1.0000,295.9,500.0,59.2,1.0 29589.0
21,,1.0000,22,,1.0000*,1145.1,500.0,229.0,1.0114513.0
22,,1.0000*,23,,1.0000,601.7,500.0,120.3,1.0 60173.7
23,,1.0000,24,,1.0000*,825.2,500.0,165.0,1.0 82518.0
25,,1.0000,26,,1.0000*,204.0,500.0,40.8,1.0 20398.4
26,,1.0000,27,,1.0000*,171.8,500.0,34.4,1.0 17179.6
26,,1.0000,28,,1.0000*,147.1,500.0,29.4,1.0 14714.0
26,,1.0000,29,,1.0000*,198.5,500.0,39.7,1.0 19848.3
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 35002.3
