NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,261.81378173828125,30-1 
31,1 ,750.0,0.0,646.67626953125,800.0,-500.0,445.0488586425781,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,73.03935241699219,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,170.02850341796875,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,269.0324401855469,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,255.74636840820312,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,273.8848876953125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,136.03627014160156,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,4.214122295379639,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,39.669315338134766,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,24.996742248535156,39-1 
