NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,217.9291534423828,30-1 
31,1 ,750.0,0.0,578.3019409179688,800.0,-500.0,493.95379638671875,31-1 
31,2 ,400.0,0.0,1012.2844848632812,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,76.16630554199219,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,92.17097473144531,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,159.2174835205078,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,192.29527282714844,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,89.76709747314453,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-11.355301856994629,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,12.521241188049316,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,32.528934478759766,39-1 
