from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,130.1,1000.0,13.0,1.0,13011.0
1,,1.0000,39,,1.0000*,148.5,1000.0,14.9,1.0,14851.4
2,,1.0000*,3,,1.0000,373.9,1000.0,37.4,1.0,37385.2
2,,1.0000,25,,1.0000*,243.7,1000.0,24.4,1.0,24370.0
3,,1.0000*,4,,1.0000,95.7,1000.0,9.6,1.0,9568.7
3,,1.0000,18,,1.0000*,38.1,1000.0,3.8,1.0,3812.1
4,,1.0000*,5,,1.0000,211.7,1000.0,21.2,1.0,21174.4
4,,1.0000,14,,1.0000*,263.2,1000.0,26.3,1.0,26315.2
5,,1.0000,6,,1.0000*,483.1,1000.0,48.3,1.0,48309.8
5,,1.0000,8,,1.0000*,338.8,1000.0,33.9,1.0,33883.8
6,,1.0000*,7,,1.0000,444.5,1000.0,44.4,1.0,44449.8
6,,1.0000,11,,1.0000*,383.6,1000.0,38.4,1.0,38360.4
7,,1.0000,8,,1.0000*,196.8,1000.0,19.7,1.0,19676.0
8,,1.0000,9,,1.0000*,32.1,1000.0,3.2,1.0,3206.1
9,,1.0000,39,,1.0000*,157.9,1000.0,15.8,1.0,15792.5
10,,1.0000*,11,,1.0000,367.2,1000.0,36.7,1.0,36725.0
10,,1.0000,13,,1.0000*,302.7,1000.0,30.3,1.0,30274.8
13,,1.0000*,14,,1.0000,293.1,1000.0,29.3,1.0,29308.1
14,,1.0000,15,,1.0000*,94.3,1000.0,9.4,1.0,9434.6
15,,1.0000*,16,,1.0000,295.9,1000.0,29.6,1.0,29591.7
16,,1.0000*,17,,1.0000,206.9,1000.0,20.7,1.0,20694.8
16,,1.0000,19,,1.0000*,454.9,500.0,91.0,1.0,45486.5
16,,1.0000,21,,1.0000*,335.0,500.0,67.0,1.0,33503.0
16,,1.0000*,24,,1.0000,90.8,500.0,18.2,1.0,9081.6
17,,1.0000*,18,,1.0000,189.6,500.0,37.9,1.0,18963.1
17,,1.0000,27,,1.0000*,24.9,500.0,5.0,1.0,2485.5
21,,1.0000,22,,1.0000*,612.4,500.0,122.5,1.0,61243.9
22,,1.0000,23,,1.0000*,74.0,500.0,14.8,1.0,7397.5
23,,1.0000*,24,,1.0000,354.3,500.0,70.9,1.0,35433.1
25,,1.0000*,26,,1.0000,85.9,500.0,17.2,1.0,8594.2
26,,1.0000,27,,1.0000*,271.8,500.0,54.4,1.0,27182.2
26,,1.0000,28,,1.0000*,153.2,500.0,30.6,1.0,15317.3
26,,1.0000,29,,1.0000*,204.4,500.0,40.9,1.0,20444.2
28,,1.0000,29,,1.0000*,351.6,500.0,70.3,1.0,35160.9
