NUMBER,PU,Angle
1,1.0440698862075806,-0.14917095005512238
2,1.0398609638214111,-0.10407227277755737
3,1.0442843437194824,-0.15588295459747314
4,1.052964210510254,-0.17108012735843658
5,1.0697782039642334,-0.15336157381534576
6,1.0708709955215454,-0.14241695404052734
7,1.057765245437622,-0.17636187374591827
8,1.055222749710083,-0.18410634994506836
9,1.0526342391967773,-0.1797305941581726
10,1.0579277276992798,-0.102523073554039
11,1.0610426664352417,-0.11631651967763901
12,1.0458372831344604,-0.11596425622701645
13,1.0550963878631592,-0.11391930282115936
14,1.051414966583252,-0.14046747982501984
15,1.0363237857818604,-0.14550791680812836
16,1.0441148281097412,-0.12086033076047897
17,1.0447973012924194,-0.13771390914916992
18,1.0433293581008911,-0.15195229649543762
19,1.0543705224990845,-0.04080421105027199
20,0.9933371543884277,-0.06518378853797913
21,1.0404455661773682,-0.0794726088643074
22,1.0544452667236328,-0.0025916167069226503
23,1.0496020317077637,-0.006026351358741522
24,1.048559546470642,-0.11876875907182693
25,1.052377700805664,-0.08280283957719803
26,1.0544260740280151,-0.10506530106067657
27,1.0442211627960205,-0.14005368947982788
28,1.0513386726379395,-0.0438925102353096
29,1.0507769584655762,0.004201583564281464
30,1.0,-0.059454143047332764
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.03162262961268425
33,0.9972000122070312,0.050078731030225754
34,1.0123001337051392,0.025304613634943962
35,1.049299955368042,0.08362436294555664
36,1.0635000467300415,0.13048560917377472
37,1.0277999639511108,0.03606674447655678
38,1.0264999866485596,0.12742336094379425
39,1.0299999713897705,-0.1758802980184555
