NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,117.51166534423828,30-1 
31,1 ,750.0,0.0,1589.2431640625,800.0,-500.0,738.2013549804688,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,113.12940216064453,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,122.75111389160156,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,173.3876495361328,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,228.96453857421875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,115.2384033203125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,7.0456647872924805,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,29.574172973632812,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,19.102367401123047,39-1 
