from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,120.9,1000.0,12.1,1.0 12086.9
1,,1.0000,39,,1.0000*,157.5,1000.0,15.8,1.0 15752.0
2,,1.0000*,3,,1.0000,370.6,1000.0,37.1,1.0 37061.0
2,,1.0000,25,,1.0000*,260.5,1000.0,26.1,1.0 26051.8
3,,1.0000*,4,,1.0000,74.6,1000.0,7.5,1.0  7464.5
3,,1.0000,18,,1.0000*,126.2,1000.0,12.6,1.0 12620.0
4,,1.0000*,5,,1.0000,238.7,1000.0,23.9,1.0 23865.3
4,,1.0000,14,,1.0000*,265.6,1000.0,26.6,1.0 26562.3
5,,1.0000,6,,1.0000*,500.7,1000.0,50.1,1.0 50073.8
5,,1.0000,8,,1.0000*,335.9,1000.0,33.6,1.0 33592.1
6,,1.0000*,7,,1.0000,446.8,1000.0,44.7,1.0 44684.7
6,,1.0000,11,,1.0000*,378.5,1000.0,37.8,1.0 37847.8
7,,1.0000,8,,1.0000*,199.1,1000.0,19.9,1.0 19914.0
8,,1.0000*,9,,1.0000,27.2,1000.0,2.7,1.0  2721.0
9,,1.0000,39,,1.0000*,144.8,1000.0,14.5,1.0 14479.3
10,,1.0000*,11,,1.0000,360.2,1000.0,36.0,1.0 36018.3
10,,1.0000,13,,1.0000*,323.2,1000.0,32.3,1.0 32319.5
13,,1.0000,14,,1.0000*,310.6,1000.0,31.1,1.0 31063.3
14,,1.0000,15,,1.0000*,178.8,1000.0,17.9,1.0 17876.6
15,,1.0000,16,,1.0000*,275.4,1000.0,27.5,1.0 27536.3
16,,1.0000*,17,,1.0000,267.3,1000.0,26.7,1.0 26731.8
16,,1.0000,19,,1.0000*,483.0,500.0,96.6,1.0 48304.3
16,,1.0000*,21,,1.0000,924.4,500.0,184.9,1.0 92437.2
16,,1.0000*,24,,1.0000,542.9,500.0,108.6,1.0 54293.7
17,,1.0000*,18,,1.0000,208.5,500.0,41.7,1.0 20853.7
17,,1.0000*,27,,1.0000,75.5,500.0,15.1,1.0  7546.6
21,,1.0000,22,,1.0000*,1180.2,500.0,236.0,1.0118015.1
22,,1.0000*,23,,1.0000,480.9,500.0,96.2,1.0 48093.4
23,,1.0000*,24,,1.0000,785.0,500.0,157.0,1.0 78495.1
25,,1.0000,26,,1.0000*,99.5,500.0,19.9,1.0  9947.3
26,,1.0000,27,,1.0000*,295.1,500.0,59.0,1.0 29512.5
26,,1.0000,28,,1.0000*,149.5,500.0,29.9,1.0 14953.9
26,,1.0000,29,,1.0000*,200.9,500.0,40.2,1.0 20091.5
28,,1.0000,29,,1.0000*,350.6,500.0,70.1,1.0 35059.2
