from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,117.0,1000.0,11.7,1.0 11699.7
1,,1.0000,39,,1.0000*,157.7,1000.0,15.8,1.0 15767.8
2,,1.0000*,3,,1.0000,368.7,1000.0,36.9,1.0 36867.0
2,,1.0000,25,,1.0000*,258.0,1000.0,25.8,1.0 25797.1
3,,1.0000*,4,,1.0000,64.9,1000.0,6.5,1.0  6489.3
3,,1.0000,18,,1.0000*,109.6,1000.0,11.0,1.0 10962.7
4,,1.0000*,5,,1.0000,243.2,1000.0,24.3,1.0 24324.5
4,,1.0000,14,,1.0000*,260.1,1000.0,26.0,1.0 26011.6
5,,1.0000,6,,1.0000*,514.6,1000.0,51.5,1.0 51455.8
5,,1.0000,8,,1.0000*,337.0,1000.0,33.7,1.0 33702.2
6,,1.0000*,7,,1.0000,449.7,1000.0,45.0,1.0 44973.3
6,,1.0000,11,,1.0000*,367.6,1000.0,36.8,1.0 36759.0
7,,1.0000,8,,1.0000*,202.0,1000.0,20.2,1.0 20199.7
8,,1.0000*,9,,1.0000,23.4,1000.0,2.3,1.0  2341.1
9,,1.0000,39,,1.0000*,147.7,1000.0,14.8,1.0 14771.1
10,,1.0000*,11,,1.0000,350.3,1000.0,35.0,1.0 35035.0
10,,1.0000,13,,1.0000*,329.2,1000.0,32.9,1.0 32919.2
13,,1.0000,14,,1.0000*,318.4,1000.0,31.8,1.0 31839.7
14,,1.0000,15,,1.0000*,166.9,1000.0,16.7,1.0 16688.4
15,,1.0000,16,,1.0000*,259.1,1000.0,25.9,1.0 25910.9
16,,1.0000*,17,,1.0000,241.1,1000.0,24.1,1.0 24107.2
16,,1.0000,19,,1.0000*,1431.6,500.0,286.3,1.0143160.3
16,,1.0000*,21,,1.0000,257.4,500.0,51.5,1.0 25739.3
16,,1.0000,24,,1.0000*,889.4,500.0,177.9,1.0 88943.4
17,,1.0000*,18,,1.0000,192.9,500.0,38.6,1.0 19294.2
17,,1.0000*,27,,1.0000,64.0,500.0,12.8,1.0  6399.7
21,,1.0000,22,,1.0000*,552.5,500.0,110.5,1.0 55248.2
22,,1.0000,23,,1.0000*,139.7,500.0,27.9,1.0 13973.3
23,,1.0000*,24,,1.0000,433.4,500.0,86.7,1.0 43335.3
25,,1.0000,26,,1.0000*,98.9,500.0,19.8,1.0  9890.8
26,,1.0000,27,,1.0000*,293.7,500.0,58.7,1.0 29372.2
26,,1.0000,28,,1.0000*,150.7,500.0,30.1,1.0 15071.6
26,,1.0000,29,,1.0000*,202.1,500.0,40.4,1.0 20207.4
28,,1.0000,29,,1.0000*,350.9,500.0,70.2,1.0 35090.5
