from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,233.6,1000.0,23.4,1.0 23364.5
1,,1.0000,39,,1.0000*,225.5,1000.0,22.6,1.0 22553.1
2,,1.0000*,3,,1.0000,1009.2,1000.0,100.9,1.0100924.4
2,,1.0000*,25,,1.0000,74.0,1000.0,7.4,1.0  7400.0
3,,1.0000*,4,,1.0000,277.3,1000.0,27.7,1.0 27732.9
3,,1.0000*,18,,1.0000,417.6,1000.0,41.8,1.0 41764.7
4,,1.0000*,5,,1.0000,254.6,1000.0,25.5,1.0 25457.1
4,,1.0000,14,,1.0000*,62.0,1000.0,6.2,1.0  6198.6
5,,1.0000,6,,1.0000*,452.5,1000.0,45.3,1.0 45252.3
5,,1.0000,8,,1.0000*,286.9,1000.0,28.7,1.0 28692.2
6,,1.0000*,7,,1.0000,397.1,1000.0,39.7,1.0 39709.2
6,,1.0000,11,,1.0000*,287.2,1000.0,28.7,1.0 28721.9
7,,1.0000,8,,1.0000*,150.2,1000.0,15.0,1.0 15015.1
8,,1.0000,9,,1.0000*,117.6,1000.0,11.8,1.0 11755.6
9,,1.0000,39,,1.0000*,186.3,1000.0,18.6,1.0 18630.5
10,,1.0000*,11,,1.0000,273.8,1000.0,27.4,1.0 27382.8
10,,1.0000*,13,,1.0000,404.3,1000.0,40.4,1.0 40426.4
13,,1.0000*,14,,1.0000,401.9,1000.0,40.2,1.0 40185.3
14,,1.0000,15,,1.0000*,345.9,1000.0,34.6,1.0 34587.1
15,,1.0000*,16,,1.0000,79.3,1000.0,7.9,1.0  7930.1
16,,1.0000,17,,1.0000*,496.6,1000.0,49.7,1.0 49663.7
16,,1.0000,19,,1.0000*,463.1,500.0,92.6,1.0 46314.2
16,,1.0000*,21,,1.0000,254.7,500.0,50.9,1.0 25470.2
16,,1.0000,24,,1.0000*,887.7,500.0,177.5,1.0 88769.7
17,,1.0000,18,,1.0000*,261.9,500.0,52.4,1.0 26193.3
17,,1.0000,27,,1.0000*,240.9,500.0,48.2,1.0 24085.2
21,,1.0000,22,,1.0000*,545.1,500.0,109.0,1.0 54509.6
22,,1.0000,23,,1.0000*,138.3,500.0,27.7,1.0 13832.2
23,,1.0000*,24,,1.0000,430.9,500.0,86.2,1.0 43093.6
25,,1.0000*,26,,1.0000,336.2,500.0,67.2,1.0 33615.8
26,,1.0000*,27,,1.0000,523.1,500.0,104.6,1.0 52308.4
26,,1.0000*,28,,1.0000,147.2,500.0,29.4,1.0 14721.2
26,,1.0000,29,,1.0000*,196.7,500.0,39.3,1.0 19671.8
28,,1.0000,29,,1.0000*,349.7,500.0,69.9,1.0 34971.1
