NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,28.419885635375977,30-1 
30,2 ,400.0,0.0,1000.0,300.0,0.0,113.6795425415039,30-2 
31,1 ,750.0,0.0,595.294677734375,800.0,-500.0,419.2655029296875,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,54.86297607421875,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,130.6720428466797,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,177.0584716796875,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,237.8722686767578,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,120.31796264648438,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,123.07565307617188,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,71.22844696044922,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,53.87523651123047,39-1 
