NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,110.03640747070312,30-1 
31,1 ,750.0,0.0,577.6953735351562,800.0,-500.0,492.18310546875,31-1 
31,2 ,400.0,0.0,1011.2227172851562,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,84.83185577392578,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,117.63085174560547,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,171.01510620117188,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,223.20803833007812,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,111.95568084716797,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,2.5571401119232178,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,26.627647399902344,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,2.2465574741363525,39-1 
