from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,117.6,1000.0,11.8,1.0 11759.1
1,,1.0000,39,,1.0000*,158.8,1000.0,15.9,1.0 15877.5
2,,1.0000*,3,,1.0000,368.1,1000.0,36.8,1.0 36808.0
2,,1.0000,25,,1.0000*,259.0,1000.0,25.9,1.0 25895.7
3,,1.0000*,4,,1.0000,67.3,1000.0,6.7,1.0  6728.5
3,,1.0000,18,,1.0000*,106.0,1000.0,10.6,1.0 10600.6
4,,1.0000*,5,,1.0000,238.7,1000.0,23.9,1.0 23866.1
4,,1.0000,14,,1.0000*,261.1,1000.0,26.1,1.0 26110.4
5,,1.0000,6,,1.0000*,510.1,1000.0,51.0,1.0 51010.8
5,,1.0000,8,,1.0000*,337.3,1000.0,33.7,1.0 33726.4
6,,1.0000*,7,,1.0000,449.0,1000.0,44.9,1.0 44898.2
6,,1.0000,11,,1.0000*,370.3,1000.0,37.0,1.0 37031.4
7,,1.0000,8,,1.0000*,201.2,1000.0,20.1,1.0 20124.7
8,,1.0000*,9,,1.0000,22.6,1000.0,2.3,1.0  2257.5
9,,1.0000,39,,1.0000*,148.9,1000.0,14.9,1.0 14891.4
10,,1.0000*,11,,1.0000,353.0,1000.0,35.3,1.0 35304.6
10,,1.0000,13,,1.0000*,325.7,1000.0,32.6,1.0 32565.2
13,,1.0000,14,,1.0000*,314.8,1000.0,31.5,1.0 31481.5
14,,1.0000,15,,1.0000*,161.4,1000.0,16.1,1.0 16144.9
15,,1.0000,16,,1.0000*,263.4,1000.0,26.3,1.0 26342.2
16,,1.0000*,17,,1.0000,239.4,1000.0,23.9,1.0 23937.1
16,,1.0000,19,,1.0000*,1441.3,500.0,288.3,1.0144125.7
16,,1.0000*,21,,1.0000,256.6,500.0,51.3,1.0 25659.7
16,,1.0000,24,,1.0000*,889.1,500.0,177.8,1.0 88905.3
17,,1.0000*,18,,1.0000,193.8,500.0,38.8,1.0 19381.5
17,,1.0000*,27,,1.0000,61.1,500.0,12.2,1.0  6111.3
21,,1.0000,22,,1.0000*,550.8,500.0,110.2,1.0 55084.0
22,,1.0000,23,,1.0000*,139.4,500.0,27.9,1.0 13944.3
23,,1.0000*,24,,1.0000,432.8,500.0,86.6,1.0 43277.8
25,,1.0000,26,,1.0000*,97.5,500.0,19.5,1.0  9747.4
26,,1.0000,27,,1.0000*,291.9,500.0,58.4,1.0 29188.1
26,,1.0000,28,,1.0000*,151.1,500.0,30.2,1.0 15108.9
26,,1.0000,29,,1.0000*,202.4,500.0,40.5,1.0 20243.8
28,,1.0000,29,,1.0000*,351.0,500.0,70.2,1.0 35100.8
