from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,48.3,1000.0,4.8,1.0  4830.6
1,,1.0000,39,,1.0000*,127.4,1000.0,12.7,1.0 12742.6
2,,1.0000*,3,,1.0000,375.6,1000.0,37.6,1.0 37557.3
2,,1.0000,25,,1.0000*,157.2,1000.0,15.7,1.0 15719.6
3,,1.0000,4,,1.0000*,283.5,1000.0,28.3,1.0 28347.6
3,,1.0000*,18,,1.0000,327.1,1000.0,32.7,1.0 32712.1
4,,1.0000,5,,1.0000*,692.5,1000.0,69.3,1.0 69253.6
4,,1.0000,14,,1.0000*,108.9,1000.0,10.9,1.0 10888.5
5,,1.0000,6,,1.0000*,1012.2,1000.0,101.2,1.0101219.6
5,,1.0000,8,,1.0000*,341.2,1000.0,34.1,1.0 34119.3
6,,1.0000*,7,,1.0000,543.9,1000.0,54.4,1.0 54394.3
6,,1.0000,11,,1.0000*,114.9,1000.0,11.5,1.0 11492.3
7,,1.0000,8,,1.0000*,296.3,1000.0,29.6,1.0 29628.6
8,,1.0000*,9,,1.0000,107.0,1000.0,10.7,1.0 10697.0
9,,1.0000,39,,1.0000*,154.9,1000.0,15.5,1.0 15491.6
10,,1.0000*,11,,1.0000,63.8,1000.0,6.4,1.0  6377.0
10,,1.0000*,13,,1.0000,654.1,1000.0,65.4,1.0 65414.6
13,,1.0000*,14,,1.0000,677.7,1000.0,67.8,1.0 67766.9
14,,1.0000*,15,,1.0000,576.7,1000.0,57.7,1.0 57667.4
15,,1.0000*,16,,1.0000,289.9,1000.0,29.0,1.0 28991.4
16,,1.0000*,17,,1.0000,263.1,1000.0,26.3,1.0 26310.1
16,,1.0000,19,,1.0000*,460.0,500.0,92.0,1.0 45999.2
16,,1.0000,21,,1.0000*,255.4,500.0,51.1,1.0 25537.9
16,,1.0000,24,,1.0000*,887.1,500.0,177.4,1.0 88708.5
17,,1.0000*,18,,1.0000,167.7,500.0,33.5,1.0 16765.7
17,,1.0000*,27,,1.0000,95.6,500.0,19.1,1.0  9564.8
21,,1.0000,22,,1.0000*,542.5,500.0,108.5,1.0 54254.5
22,,1.0000,23,,1.0000*,137.7,500.0,27.5,1.0 13774.8
23,,1.0000*,24,,1.0000,430.2,500.0,86.0,1.0 43023.4
25,,1.0000*,26,,1.0000,185.5,500.0,37.1,1.0 18550.8
26,,1.0000*,27,,1.0000,380.2,500.0,76.0,1.0 38024.2
26,,1.0000,28,,1.0000*,151.6,500.0,30.3,1.0 15156.5
26,,1.0000,29,,1.0000*,202.9,500.0,40.6,1.0 20289.8
28,,1.0000,29,,1.0000*,351.1,500.0,70.2,1.0 35114.1
