NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,366.824462890625,30-1 
31,1 ,750.0,0.0,673.8721313476562,800.0,-500.0,440.4554748535156,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,59.62541580200195,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,110.7779769897461,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,167.8395233154297,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,213.17910766601562,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,101.61007690429688,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,62.61566925048828,37-1 
37,2 ,400.0,0.0,1000.0,300.0,0.0,115.95494842529297,37-2 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,56.830604553222656,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,71.20401000976562,39-1 
