NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,205.21864318847656,30-1 
31,1 ,750.0,0.0,627.9934692382812,800.0,-500.0,468.8774719238281,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,102.00553894042969,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,211.379150390625,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,214.46356201171875,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,189.39698791503906,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,291.3799743652344,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,311.2310791015625,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,20.33922004699707,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,57.13425827026367,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,30.36344337463379,39-1 
