NUMBER,PU,Angle
1,1.0483382940292358,-0.2701066732406616
2,1.0472359657287598,-0.27091270685195923
3,1.0280117988586426,-0.343035489320755
4,1.0238860845565796,-0.23406639695167542
5,1.0426628589630127,-0.17219771444797516
6,1.0445904731750488,-0.1514478623867035
7,1.0319304466247559,-0.1952006071805954
8,1.0298720598220825,-0.20744982361793518
9,1.0413066148757935,-0.24441632628440857
10,1.02827787399292,-0.05536378547549248
11,1.0314604043960571,-0.08881445974111557
12,1.0147007703781128,-0.09001842141151428
13,1.0239089727401733,-0.08943559229373932
14,1.0209764242172241,-0.17005005478858948
15,1.0184828042984009,-0.23496970534324646
16,1.0323476791381836,-0.23525241017341614
17,1.0324525833129883,-0.2757759690284729
18,1.0289030075073242,-0.30887192487716675
19,1.0500432252883911,-0.1545514613389969
20,0.9909758567810059,-0.17918361723423004
21,1.032164454460144,-0.19327209889888763
22,1.0500112771987915,-0.11566118150949478
23,1.0450124740600586,-0.11912056803703308
24,1.0378342866897583,-0.2331647276878357
25,1.0577809810638428,-0.24379999935626984
26,1.0520238876342773,-0.2545340061187744
27,1.0373181104660034,-0.28446948528289795
28,1.0500954389572144,-0.19323822855949402
29,1.0499240159988403,-0.14507900178432465
30,1.0475000143051147,-0.22861923277378082
31,0.9819999933242798,-0.02769487537443638
32,1.0,0.2951594293117523
33,0.997200071811676,-0.06349686533212662
34,1.0123000144958496,-0.0885985866189003
35,1.049299955368042,-0.029080217704176903
36,1.0635000467300415,0.017912650480866432
37,1.0277999639511108,-0.1254069209098816
38,1.0264999866485596,-0.021798649802803993
39,1.0299999713897705,-0.2688436508178711
