NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,147.3585968017578,30-1 
31,1 ,750.0,0.0,642.1520385742188,800.0,-500.0,453.01519775390625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,86.67396545410156,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,220.10621643066406,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,218.5089111328125,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,625.0989379882812,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,172.98841857910156,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,94.57568359375,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,203.88560485839844,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,7.018037796020508,39-1 
