from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,176.3,1000.0,17.6,1.0,17626.1
1,,1.0000,39,,1.0000*,178.0,1000.0,17.8,1.0,17798.8
2,,1.0000*,3,,1.0000,726.8,1000.0,72.7,1.0,72676.4
2,,1.0000*,25,,1.0000,370.2,1000.0,37.0,1.0,37019.6
3,,1.0000*,4,,1.0000,145.5,1000.0,14.5,1.0,14547.0
3,,1.0000*,18,,1.0000,279.8,1000.0,28.0,1.0,27977.0
4,,1.0000*,5,,1.0000,247.4,1000.0,24.7,1.0,24735.4
4,,1.0000,14,,1.0000*,190.4,1000.0,19.0,1.0,19037.9
5,,1.0000,6,,1.0000*,488.2,1000.0,48.8,1.0,48818.6
5,,1.0000,8,,1.0000*,313.6,1000.0,31.4,1.0,31358.3
6,,1.0000*,7,,1.0000,425.2,1000.0,42.5,1.0,42517.0
6,,1.0000,11,,1.0000*,336.7,1000.0,33.7,1.0,33667.0
7,,1.0000,8,,1.0000*,177.7,1000.0,17.8,1.0,17766.5
8,,1.0000,9,,1.0000*,63.4,1000.0,6.3,1.0,6340.6
9,,1.0000,39,,1.0000*,163.0,1000.0,16.3,1.0,16296.0
10,,1.0000*,11,,1.0000,322.4,1000.0,32.2,1.0,32239.4
10,,1.0000,13,,1.0000*,350.6,1000.0,35.1,1.0,35058.4
13,,1.0000*,14,,1.0000,344.3,1000.0,34.4,1.0,34431.0
14,,1.0000,15,,1.0000*,176.9,1000.0,17.7,1.0,17685.9
15,,1.0000*,16,,1.0000,178.8,1000.0,17.9,1.0,17883.6
16,,1.0000,17,,1.0000*,330.7,1000.0,33.1,1.0,33072.7
16,,1.0000,19,,1.0000*,457.7,500.0,91.5,1.0,45769.7
16,,1.0000,21,,1.0000*,331.8,500.0,66.4,1.0,33184.3
16,,1.0000*,24,,1.0000,104.6,500.0,20.9,1.0,10463.8
17,,1.0000,18,,1.0000*,121.7,500.0,24.3,1.0,12174.9
17,,1.0000*,27,,1.0000,450.3,500.0,90.1,1.0,45031.3
21,,1.0000,22,,1.0000*,616.3,500.0,123.3,1.0,61625.1
22,,1.0000,23,,1.0000*,75.0,500.0,15.0,1.0,7499.1
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0,35384.5
25,,1.0000*,26,,1.0000,665.7,500.0,133.1,1.0,66571.3
26,,1.0000,27,,1.0000*,165.7,500.0,33.1,1.0,16573.4
26,,1.0000*,28,,1.0000,367.0,500.0,73.4,1.0,36696.9
26,,1.0000*,29,,1.0000,320.6,500.0,64.1,1.0,32058.6
28,,1.0000*,29,,1.0000,163.5,500.0,32.7,1.0,16354.6
