NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,109.32642364501953,30-1 
31,1 ,750.0,0.0,594.7789916992188,800.0,-500.0,376.29730224609375,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,10.915495872497559,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,81.81904602050781,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,154.4208526611328,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,180.67906188964844,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,83.17973327636719,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-3.148658275604248,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,160.76194763183594,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,193.6890869140625,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-26.025819778442383,39-1 
