Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:12
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     85.2  1000.0     8.5     1.0  8520.7
     1     1           1.0000     1     39     39          1.0000*    1  1    146.0  1000.0    14.6     1.0 14602.5
     2     2           1.0000     1      3     3           1.0000*    1  1    234.8  1000.0    23.5     1.0 23482.5
     2     2           1.0000     1     25     25          1.0000*    1  1     91.3  1000.0     9.1     1.0  9125.5
     3     3           1.0000*    1      4     4           1.0000     1  1     63.8  1000.0     6.4     1.0  6375.1
     3     3           1.0000     1     18     18          1.0000*    1  1     96.0  1000.0     9.6     1.0  9601.4
     4     4           1.0000*    1      5     5           1.0000     1  1    294.0  1000.0    29.4     1.0 29400.8
     4     4           1.0000     1     14     14          1.0000*    1  1    298.4  1000.0    29.8     1.0 29843.7
     5     5           1.0000     1      6     6           1.0000*    1  1    604.5  1000.0    60.4     1.0 60448.7
     5     5           1.0000     1      8     8           1.0000*    1  1    351.7  1000.0    35.2     1.0 35174.9
     6     6           1.0000*    1      7     7           1.0000     1  1    477.1  1000.0    47.7     1.0 47713.8
     6     6           1.0000     1     11     11          1.0000*    1  1    339.7  1000.0    34.0     1.0 33972.3
     7     7           1.0000     1      8     8           1.0000*    1  1    229.2  1000.0    22.9     1.0 22921.4
     8     8           1.0000     1      9     9           1.0000*    1  1     42.0  1000.0     4.2     1.0  4196.1
     9     9           1.0000     1     39     39          1.0000*    1  1    154.1  1000.0    15.4     1.0 15412.6
    10     10          1.0000*    1     11     11          1.0000     1  1    325.4  1000.0    32.5     1.0 32538.6
    10     10          1.0000     1     13     13          1.0000*    1  1    346.8  1000.0    34.7     1.0 34685.0
    13     13          1.0000*    1     14     14          1.0000     1  1    340.8  1000.0    34.1     1.0 34079.9
    14     14          1.0000     1     15     15          1.0000*    1  1    128.0  1000.0    12.8     1.0 12797.2
    15     15          1.0000*    1     16     16          1.0000     1  1    275.7  1000.0    27.6     1.0 27565.9
    16     16          1.0000     1     17     17          1.0000*    1  1    527.1  1000.0    52.7     1.0 52713.6
    16     16          1.0000     1     19     19          1.0000*    1  1    459.5   500.0    91.9     1.0 45946.0
    16     16          1.0000*    1     21     21          1.0000     1  1    540.5   500.0   108.1     1.0 54048.2
    16     16          1.0000*    1     24     24          1.0000     1  1    152.2   500.0    30.4     1.0 15218.9
    17     17          1.0000*    1     18     18          1.0000     1  1    203.3   500.0    40.7     1.0 20328.5
    17     17          1.0000*    1     27     27          1.0000     1  1    326.3   500.0    65.3     1.0 32632.9
    21     21          1.0000     1     22     22          1.0000*    1  1    799.4   500.0   159.9     1.0 79938.3
    22     22          1.0000*    1     23     23          1.0000     1  1    163.9   500.0    32.8     1.0 16392.4
    23     23          1.0000*    1     24     24          1.0000     1  1    463.2   500.0    92.6     1.0 46321.9
    25     25          1.0000*    1     26     26          1.0000     1  1    268.7   500.0    53.7     1.0 26866.7
    26     26          1.0000     1     27     27          1.0000*    1  1    117.1   500.0    23.4     1.0 11715.0
    26     26          1.0000*    1     28     28          1.0000     1  1    116.5   500.0    23.3     1.0 11646.2
    26     26          1.0000     1     29     29          1.0000*    1  1     82.1   500.0    16.4     1.0  8208.0
    28     28          1.0000     1     29     29          1.0000*    1  1    105.0   500.0    21.0     1.0 10500.2
