from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,69.1,1000.0,6.9
1,,1.0000,39,,1.0000*,142.0,1000.0,14.2
2,,1.0000,3,,1.0000*,233.0,1000.0,23.3
2,,1.0000,25,,1.0000*,74.6,1000.0,7.5
3,,1.0000,4,,1.0000*,167.5,1000.0,16.7
3,,1.0000,18,,1.0000*,86.6,1000.0,8.7
4,,1.0000,5,,1.0000*,429.3,1000.0,42.9
4,,1.0000,14,,1.0000*,248.8,1000.0,24.9
5,,1.0000,6,,1.0000*,757.5,1000.0,75.7
5,,1.0000,8,,1.0000*,354.0,1000.0,35.4
6,,1.0000*,7,,1.0000,505.6,1000.0,50.6
6,,1.0000,11,,1.0000*,230.2,1000.0,23.0
7,,1.0000,8,,1.0000*,257.7,1000.0,25.8
8,,1.0000*,9,,1.0000,70.5,1000.0,7.1
9,,1.0000,39,,1.0000*,160.4,1000.0,16.0
10,,1.0000*,11,,1.0000,222.0,1000.0,22.2
10,,1.0000*,13,,1.0000,446.5,1000.0,44.7
13,,1.0000*,14,,1.0000,453.1,1000.0,45.3
14,,1.0000,15,,1.0000*,214.4,1000.0,21.4
15,,1.0000*,16,,1.0000,146.8,1000.0,14.7
16,,1.0000*,17,,1.0000,385.4,1000.0,38.5
16,,1.0000,19,,1.0000*,454.6,500.0,90.9
16,,1.0000,21,,1.0000*,335.8,500.0,67.2
16,,1.0000*,24,,1.0000,88.3,500.0,17.7
17,,1.0000*,18,,1.0000,92.3,500.0,18.5
17,,1.0000*,27,,1.0000,294.1,500.0,58.8
21,,1.0000,22,,1.0000*,611.8,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000*,26,,1.0000,299.8,500.0,60.0
26,,1.0000,27,,1.0000*,84.5,500.0,16.9
26,,1.0000,28,,1.0000*,115.8,500.0,23.2
26,,1.0000,29,,1.0000*,86.4,500.0,17.3
28,,1.0000,29,,1.0000*,107.2,500.0,21.4
