from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,67.4,1000.0,6.7,1.0  6742.7
1,,1.0000,39,,1.0000*,124.6,1000.0,12.5,1.0 12461.0
2,,1.0000,3,,1.0000*,169.5,1000.0,16.9,1.0 16946.8
2,,1.0000,25,,1.0000*,135.0,1000.0,13.5,1.0 13501.7
3,,1.0000*,4,,1.0000,95.8,1000.0,9.6,1.0  9582.0
3,,1.0000,18,,1.0000*,249.8,1000.0,25.0,1.0 24975.7
4,,1.0000*,5,,1.0000,267.9,1000.0,26.8,1.0 26792.0
4,,1.0000,14,,1.0000*,393.2,1000.0,39.3,1.0 39315.3
5,,1.0000,6,,1.0000*,556.0,1000.0,55.6,1.0 55602.2
5,,1.0000*,8,,1.0000,360.3,1000.0,36.0,1.0 36029.7
6,,1.0000*,7,,1.0000,478.5,1000.0,47.9,1.0 47851.5
6,,1.0000,11,,1.0000*,422.5,1000.0,42.2,1.0 42247.6
7,,1.0000,8,,1.0000*,230.7,1000.0,23.1,1.0 23065.6
8,,1.0000*,9,,1.0000,64.1,1000.0,6.4,1.0  6407.2
9,,1.0000,39,,1.0000*,139.8,1000.0,14.0,1.0 13981.3
10,,1.0000*,11,,1.0000,401.5,1000.0,40.1,1.0 40146.3
10,,1.0000,13,,1.0000*,291.9,1000.0,29.2,1.0 29185.8
13,,1.0000,14,,1.0000*,273.6,1000.0,27.4,1.0 27357.3
14,,1.0000,15,,1.0000*,241.3,1000.0,24.1,1.0 24134.7
15,,1.0000,16,,1.0000*,455.0,1000.0,45.5,1.0 45496.8
16,,1.0000,17,,1.0000*,1010.1,1000.0,101.0,1.0101007.2
16,,1.0000,19,,1.0000*,501.4,500.0,100.3,1.0 50141.0
16,,1.0000*,21,,1.0000,866.2,500.0,173.2,1.0 86624.8
16,,1.0000*,24,,1.0000,503.6,500.0,100.7,1.0 50357.9
17,,1.0000*,18,,1.0000,356.8,500.0,71.4,1.0 35682.1
17,,1.0000*,27,,1.0000,677.1,500.0,135.4,1.0 67713.8
21,,1.0000,22,,1.0000*,1146.2,500.0,229.2,1.0114624.9
22,,1.0000*,23,,1.0000,602.2,500.0,120.4,1.0 60220.9
23,,1.0000,24,,1.0000*,823.9,500.0,164.8,1.0 82394.3
25,,1.0000*,26,,1.0000,436.1,500.0,87.2,1.0 43612.0
26,,1.0000,27,,1.0000*,417.0,500.0,83.4,1.0 41699.5
26,,1.0000*,28,,1.0000,367.4,500.0,73.5,1.0 36741.2
26,,1.0000*,29,,1.0000,321.3,500.0,64.3,1.0 32132.7
28,,1.0000*,29,,1.0000,165.0,500.0,33.0,1.0 16501.6
