from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,57.2,1000.0,5.7,1.0,5718.8
1,,1.0000,39,,1.0000*,132.4,1000.0,13.2,1.0,13238.4
2,,1.0000,3,,1.0000*,141.9,1000.0,14.2,1.0,14190.4
2,,1.0000*,25,,1.0000,205.2,1000.0,20.5,1.0,20523.6
3,,1.0000,4,,1.0000*,409.6,1000.0,41.0,1.0,40955.3
3,,1.0000,18,,1.0000*,167.0,1000.0,16.7,1.0,16695.5
4,,1.0000,5,,1.0000*,498.5,1000.0,49.8,1.0,49849.5
4,,1.0000*,14,,1.0000,427.8,1000.0,42.8,1.0,42775.1
5,,1.0000,6,,1.0000*,848.8,1000.0,84.9,1.0,84882.5
5,,1.0000*,8,,1.0000,374.2,1000.0,37.4,1.0,37419.2
6,,1.0000*,7,,1.0000,541.8,1000.0,54.2,1.0,54181.9
6,,1.0000*,11,,1.0000,815.7,1000.0,81.6,1.0,81567.5
7,,1.0000,8,,1.0000*,294.5,1000.0,29.4,1.0,29448.7
8,,1.0000*,9,,1.0000,141.8,1000.0,14.2,1.0,14179.4
9,,1.0000,39,,1.0000*,168.8,1000.0,16.9,1.0,16884.7
10,,1.0000,11,,1.0000*,803.4,1000.0,80.3,1.0,80337.8
10,,1.0000*,13,,1.0000,862.5,1000.0,86.2,1.0,86246.8
13,,1.0000*,14,,1.0000,858.8,1000.0,85.9,1.0,85883.8
14,,1.0000*,15,,1.0000,430.8,1000.0,43.1,1.0,43075.5
15,,1.0000*,16,,1.0000,189.3,1000.0,18.9,1.0,18934.7
16,,1.0000*,17,,1.0000,601.5,1000.0,60.1,1.0,60146.2
16,,1.0000,19,,1.0000*,459.8,500.0,92.0,1.0,45982.8
16,,1.0000,21,,1.0000*,331.0,500.0,66.2,1.0,33098.5
16,,1.0000*,24,,1.0000,110.8,500.0,22.2,1.0,11083.9
17,,1.0000*,18,,1.0000,49.1,500.0,9.8,1.0,4914.1
17,,1.0000*,27,,1.0000,595.0,500.0,119.0,1.0,59500.6
21,,1.0000,22,,1.0000*,618.3,500.0,123.7,1.0,61827.2
22,,1.0000,23,,1.0000*,75.4,500.0,15.1,1.0,7544.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35387.8
25,,1.0000*,26,,1.0000,515.0,500.0,103.0,1.0,51501.9
26,,1.0000,27,,1.0000*,319.3,500.0,63.9,1.0,31934.2
26,,1.0000*,28,,1.0000,365.6,500.0,73.1,1.0,36564.7
26,,1.0000*,29,,1.0000,318.3,500.0,63.7,1.0,31832.2
28,,1.0000*,29,,1.0000,159.3,500.0,31.9,1.0,15932.2
