from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,458.3,1000.0,45.8,1.0,45830.7
1,,1.0000,39,,1.0000*,466.4,1000.0,46.6,1.0,46641.5
2,,1.0000*,3,,1.0000,403.3,1000.0,40.3,1.0,40330.6
2,,1.0000*,25,,1.0000,287.2,1000.0,28.7,1.0,28719.2
3,,1.0000,4,,1.0000*,152.8,1000.0,15.3,1.0,15276.6
3,,1.0000,18,,1.0000*,235.7,1000.0,23.6,1.0,23574.4
4,,1.0000,5,,1.0000*,466.2,1000.0,46.6,1.0,46617.2
4,,1.0000,14,,1.0000*,201.3,1000.0,20.1,1.0,20132.0
5,,1.0000,6,,1.0000*,534.1,1000.0,53.4,1.0,53405.2
5,,1.0000,8,,1.0000*,191.0,1000.0,19.1,1.0,19104.1
6,,1.0000,7,,1.0000*,295.5,1000.0,29.6,1.0,29552.4
6,,1.0000,11,,1.0000*,212.5,1000.0,21.3,1.0,21251.5
7,,1.0000,8,,1.0000*,98.2,1000.0,9.8,1.0,9823.1
8,,1.0000*,9,,1.0000,451.3,1000.0,45.1,1.0,45135.0
9,,1.0000,39,,1.0000*,468.3,1000.0,46.8,1.0,46833.7
10,,1.0000*,11,,1.0000,204.6,1000.0,20.5,1.0,20456.1
10,,1.0000*,13,,1.0000,464.3,1000.0,46.4,1.0,46430.5
13,,1.0000*,14,,1.0000,470.9,1000.0,47.1,1.0,47087.1
14,,1.0000,15,,1.0000*,275.9,1000.0,27.6,1.0,27592.2
15,,1.0000*,16,,1.0000,105.6,1000.0,10.6,1.0,10556.7
16,,1.0000*,17,,1.0000,443.4,1000.0,44.3,1.0,44344.8
16,,1.0000,19,,1.0000*,456.9,500.0,91.4,1.0,45685.9
16,,1.0000,21,,1.0000*,332.4,500.0,66.5,1.0,33237.9
16,,1.0000*,24,,1.0000,101.7,500.0,20.3,1.0,10165.9
17,,1.0000*,18,,1.0000,79.7,500.0,15.9,1.0,7967.7
17,,1.0000*,27,,1.0000,515.9,500.0,103.2,1.0,51589.1
21,,1.0000,22,,1.0000*,615.3,500.0,123.1,1.0,61534.8
22,,1.0000,23,,1.0000*,74.8,500.0,15.0,1.0,7477.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35388.4
25,,1.0000*,26,,1.0000,596.1,500.0,119.2,1.0,59612.4
26,,1.0000,27,,1.0000*,235.3,500.0,47.1,1.0,23525.1
26,,1.0000*,28,,1.0000,365.8,500.0,73.2,1.0,36576.4
26,,1.0000*,29,,1.0000,318.5,500.0,63.7,1.0,31852.8
28,,1.0000*,29,,1.0000,159.7,500.0,31.9,1.0,15968.9
