NUMBER,PU,Angle
1,1.0374847650527954,-0.1434742510318756
2,1.0239750146865845,-0.08706648647785187
3,1.0287169218063354,-0.17383071780204773
4,1.0440975427627563,-0.19128821790218353
5,1.064113736152649,-0.1685018092393875
6,1.0657600164413452,-0.1568620502948761
7,1.052736759185791,-0.19047865271568298
8,1.0502554178237915,-0.19796644151210785
9,1.050614356994629,-0.18571531772613525
10,1.0530049800872803,-0.12189311534166336
11,1.056069016456604,-0.13408304750919342
12,1.04032564163208,-0.1354261040687561
13,1.049306869506836,-0.13506880402565002
14,1.043711543083191,-0.1662994772195816
15,1.0267043113708496,-0.191475972533226
16,1.033687949180603,-0.17512324452400208
17,1.027432918548584,-0.20024165511131287
18,1.0265849828720093,-0.1977081447839737
19,1.0505361557006836,-0.09449651837348938
20,0.9912448525428772,-0.11909975856542587
21,1.033107876777649,-0.13321135938167572
22,1.0505163669586182,-0.055684346705675125
23,1.0455354452133179,-0.0591408908367157
24,1.0390558242797852,-0.173035129904747
25,1.024770736694336,-0.018747525289654732
26,1.0140302181243896,-0.26256147027015686
27,1.0142366886138916,-0.25505074858665466
28,1.0185168981552124,-0.43047797679901123
29,1.0236523151397705,-0.4530635476112366
30,1.0475000143051147,-0.04381173849105835
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.012883507646620274
33,0.9971999526023865,-0.003461552783846855
34,1.0123000144958496,-0.028525762259960175
35,1.0493000745773315,0.03085486777126789
36,1.0635000467300415,0.07783269137144089
37,1.0,0.3451263904571533
38,1.0264999866485596,-0.32793131470680237
39,1.0299999713897705,-0.17631198465824127
