from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,162.3,1000.0,16.2,1.0,16230.7
1,,1.0000,39,,1.0000*,154.5,1000.0,15.5,1.0,15453.0
2,,1.0000*,3,,1.0000,603.7,1000.0,60.4,1.0,60374.9
2,,1.0000,25,,1.0000*,651.3,1000.0,65.1,1.0,65127.0
3,,1.0000*,4,,1.0000,122.8,1000.0,12.3,1.0,12281.3
3,,1.0000*,18,,1.0000,190.0,1000.0,19.0,1.0,19000.9
4,,1.0000*,5,,1.0000,258.9,1000.0,25.9,1.0,25885.6
4,,1.0000,14,,1.0000*,211.3,1000.0,21.1,1.0,21128.5
5,,1.0000,6,,1.0000*,510.9,1000.0,51.1,1.0,51091.1
5,,1.0000,8,,1.0000*,321.6,1000.0,32.2,1.0,32162.3
6,,1.0000*,7,,1.0000,436.4,1000.0,43.6,1.0,43639.9
6,,1.0000,11,,1.0000*,337.6,1000.0,33.8,1.0,33758.3
7,,1.0000,8,,1.0000*,188.7,1000.0,18.9,1.0,18873.3
8,,1.0000,9,,1.0000*,43.2,1000.0,4.3,1.0,4323.4
9,,1.0000,39,,1.0000*,154.4,1000.0,15.4,1.0,15444.4
10,,1.0000*,11,,1.0000,323.5,1000.0,32.4,1.0,32351.5
10,,1.0000,13,,1.0000*,349.0,1000.0,34.9,1.0,34896.9
13,,1.0000*,14,,1.0000,342.3,1000.0,34.2,1.0,34233.5
14,,1.0000,15,,1.0000*,156.6,1000.0,15.7,1.0,15662.5
15,,1.0000*,16,,1.0000,201.0,1000.0,20.1,1.0,20103.6
16,,1.0000,17,,1.0000*,307.6,1000.0,30.8,1.0,30758.9
16,,1.0000,19,,1.0000*,457.7,500.0,91.5,1.0,45767.8
16,,1.0000,21,,1.0000*,331.9,500.0,66.4,1.0,33185.4
16,,1.0000*,24,,1.0000,104.6,500.0,20.9,1.0,10457.5
17,,1.0000,18,,1.0000*,37.4,500.0,7.5,1.0,3738.8
17,,1.0000,27,,1.0000*,338.6,500.0,67.7,1.0,33855.5
21,,1.0000,22,,1.0000*,616.2,500.0,123.2,1.0,61623.1
22,,1.0000,23,,1.0000*,75.0,500.0,15.0,1.0,7498.7
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0,35384.6
25,,1.0000*,26,,1.0000,782.2,500.0,156.4,1.0,78216.8
26,,1.0000,27,,1.0000*,54.5,500.0,10.9,1.0,5453.0
26,,1.0000*,28,,1.0000,366.8,500.0,73.4,1.0,36678.6
26,,1.0000*,29,,1.0000,320.3,500.0,64.1,1.0,32028.5
28,,1.0000*,29,,1.0000,163.0,500.0,32.6,1.0,16296.8
