NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,176.56280517578125,30-1 
31,1 ,750.0,0.0,649.2138671875,800.0,-500.0,527.0836181640625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,198.23291015625,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,177.0802459716797,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,280.19024658203125,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,264.0169982910156,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,292.61016845703125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,146.65557861328125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,8.18563175201416,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,42.890010833740234,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,53.95117950439453,39-1 
