Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:32
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    122.7  1000.0    12.3     1.0 12275.0
     1     1           1.0000     1     39     39          1.0000*    1  1    163.1  1000.0    16.3     1.0 16314.1
     2     2           1.0000*    1      3     3           1.0000     1  1    367.6  1000.0    36.8     1.0 36761.6
     2     2           1.0000     1     25     25          1.0000*    1  1    259.8  1000.0    26.0     1.0 25978.8
     3     3           1.0000     1      4     4           1.0000*    1  1     97.2  1000.0     9.7     1.0  9724.2
     3     3           1.0000     1     18     18          1.0000*    1  1     47.0  1000.0     4.7     1.0  4701.8
     4     4           1.0000*    1      5     5           1.0000     1  1    194.0  1000.0    19.4     1.0 19395.9
     4     4           1.0000     1     14     14          1.0000*    1  1    272.7  1000.0    27.3     1.0 27269.2
     5     5           1.0000     1      6     6           1.0000*    1  1    487.8  1000.0    48.8     1.0 48779.4
     5     5           1.0000     1      8     8           1.0000*    1  1    333.0  1000.0    33.3     1.0 33302.5
     6     6           1.0000*    1      7     7           1.0000     1  1    439.4  1000.0    43.9     1.0 43935.6
     6     6           1.0000*    1     11     11          1.0000     1  1    464.1  1000.0    46.4     1.0 46406.2
     7     7           1.0000     1      8     8           1.0000*    1  1    193.1  1000.0    19.3     1.0 19312.0
     8     8           1.0000*    1      9     9           1.0000     1  1     54.3  1000.0     5.4     1.0  5430.7
     9     9           1.0000     1     39     39          1.0000*    1  1    116.5  1000.0    11.7     1.0 11654.7
    10     10          1.0000     1     11     11          1.0000*    1  1    858.4  1000.0    85.8     1.0 85838.4
    10     10          1.0000*    1     13     13          1.0000     1  1    803.0  1000.0    80.3     1.0 80295.5
    13     13          1.0000*    1     14     14          1.0000     1  1    313.5  1000.0    31.3     1.0 31347.2
    14     14          1.0000*    1     15     15          1.0000     1  1     38.6  1000.0     3.9     1.0  3858.5
    15     15          1.0000*    1     16     16          1.0000     1  1    320.5  1000.0    32.0     1.0 32045.9
    16     16          1.0000*    1     17     17          1.0000     1  1    212.7  1000.0    21.3     1.0 21269.6
    16     16          1.0000     1     19     19          1.0000*    1  1    456.3   500.0    91.3     1.0 45633.4
    16     16          1.0000     1     21     21          1.0000*    1  1    332.8   500.0    66.6     1.0 33281.5
    16     16          1.0000*    1     24     24          1.0000     1  1     99.5   500.0    19.9     1.0  9951.9
    17     17          1.0000*    1     18     18          1.0000     1  1    192.2   500.0    38.4     1.0 19218.0
    17     17          1.0000*    1     27     27          1.0000     1  1     36.0   500.0     7.2     1.0  3601.1
    21     21          1.0000     1     22     22          1.0000*    1  1    614.7   500.0   122.9     1.0 61472.7
    22     22          1.0000     1     23     23          1.0000*    1  1     74.6   500.0    14.9     1.0  7461.7
    23     23          1.0000*    1     24     24          1.0000     1  1    353.9   500.0    70.8     1.0 35393.4
    25     25          1.0000     1     26     26          1.0000*    1  1     85.7   500.0    17.1     1.0  8572.3
    26     26          1.0000     1     27     27          1.0000*    1  1    278.8   500.0    55.8     1.0 27876.9
    26     26          1.0000     1     28     28          1.0000*    1  1    153.9   500.0    30.8     1.0 15393.4
    26     26          1.0000     1     29     29          1.0000*    1  1    205.2   500.0    41.0     1.0 20516.5
    28     28          1.0000     1     29     29          1.0000*    1  1    351.8   500.0    70.4     1.0 35183.9
