from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,114.6,1000.0,11.5
1,,1.0000,39,,1.0000*,161.4,1000.0,16.1
2,,1.0000*,3,,1.0000,371.1,1000.0,37.1
2,,1.0000,25,,1.0000*,258.6,1000.0,25.9
3,,1.0000,4,,1.0000*,68.7,1000.0,6.9
3,,1.0000,18,,1.0000*,46.6,1000.0,4.7
4,,1.0000*,5,,1.0000,285.7,1000.0,28.6
4,,1.0000,14,,1.0000*,168.1,1000.0,16.8
5,,1.0000,6,,1.0000*,587.3,1000.0,58.7
5,,1.0000,8,,1.0000*,334.8,1000.0,33.5
6,,1.0000*,7,,1.0000,458.0,1000.0,45.8
6,,1.0000,11,,1.0000*,154.6,1000.0,15.5
7,,1.0000,8,,1.0000*,210.5,1000.0,21.1
8,,1.0000*,9,,1.0000,22.8,1000.0,2.3
9,,1.0000,39,,1.0000*,147.4,1000.0,14.7
10,,1.0000*,11,,1.0000,243.4,1000.0,24.3
10,,1.0000*,13,,1.0000,421.0,1000.0,42.1
13,,1.0000*,14,,1.0000,175.2,1000.0,17.5
14,,1.0000,15,,1.0000*,74.9,1000.0,7.5
15,,1.0000*,16,,1.0000,319.0,1000.0,31.9
16,,1.0000*,17,,1.0000,193.3,1000.0,19.3
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,335.7,500.0,67.1
16,,1.0000*,24,,1.0000,88.7,500.0,17.7
17,,1.0000*,18,,1.0000,179.6,500.0,35.9
17,,1.0000*,27,,1.0000,22.5,500.0,4.5
21,,1.0000,22,,1.0000*,611.9,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000,26,,1.0000*,89.6,500.0,17.9
26,,1.0000,27,,1.0000*,281.5,500.0,56.3
26,,1.0000,28,,1.0000*,155.9,500.0,31.2
26,,1.0000,29,,1.0000*,207.0,500.0,41.4
28,,1.0000,29,,1.0000*,352.4,500.0,70.5
