Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:09
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    114.6  1000.0    11.5     1.0 11455.3
     1     1           1.0000     1     39     39          1.0000*    1  1    161.4  1000.0    16.1     1.0 16137.7
     2     2           1.0000*    1      3     3           1.0000     1  1    371.1  1000.0    37.1     1.0 37108.4
     2     2           1.0000     1     25     25          1.0000*    1  1    258.6  1000.0    25.9     1.0 25862.9
     3     3           1.0000     1      4     4           1.0000*    1  1     68.7  1000.0     6.9     1.0  6869.8
     3     3           1.0000     1     18     18          1.0000*    1  1     46.6  1000.0     4.7     1.0  4657.0
     4     4           1.0000*    1      5     5           1.0000     1  1    285.7  1000.0    28.6     1.0 28570.7
     4     4           1.0000     1     14     14          1.0000*    1  1    168.1  1000.0    16.8     1.0 16809.4
     5     5           1.0000     1      6     6           1.0000*    1  1    587.3  1000.0    58.7     1.0 58730.3
     5     5           1.0000     1      8     8           1.0000*    1  1    334.8  1000.0    33.5     1.0 33475.8
     6     6           1.0000*    1      7     7           1.0000     1  1    458.0  1000.0    45.8     1.0 45798.2
     6     6           1.0000     1     11     11          1.0000*    1  1    154.6  1000.0    15.5     1.0 15457.1
     7     7           1.0000     1      8     8           1.0000*    1  1    210.5  1000.0    21.1     1.0 21054.8
     8     8           1.0000*    1      9     9           1.0000     1  1     22.8  1000.0     2.3     1.0  2275.9
     9     9           1.0000     1     39     39          1.0000*    1  1    147.4  1000.0    14.7     1.0 14738.9
    10     10          1.0000*    1     11     11          1.0000     1  1    243.4  1000.0    24.3     1.0 24344.3
    10     10          1.0000*    1     13     13          1.0000     1  1    421.0  1000.0    42.1     1.0 42103.0
    13     13          1.0000*    1     14     14          1.0000     1  1    175.2  1000.0    17.5     1.0 17522.2
    14     14          1.0000     1     15     15          1.0000*    1  1     74.9  1000.0     7.5     1.0  7485.4
    15     15          1.0000*    1     16     16          1.0000     1  1    319.0  1000.0    31.9     1.0 31904.6
    16     16          1.0000*    1     17     17          1.0000     1  1    193.3  1000.0    19.3     1.0 19331.6
    16     16          1.0000     1     19     19          1.0000*    1  1    454.7   500.0    90.9     1.0 45466.9
    16     16          1.0000     1     21     21          1.0000*    1  1    335.7   500.0    67.1     1.0 33569.5
    16     16          1.0000*    1     24     24          1.0000     1  1     88.7   500.0    17.7     1.0  8865.4
    17     17          1.0000*    1     18     18          1.0000     1  1    179.6   500.0    35.9     1.0 17956.6
    17     17          1.0000*    1     27     27          1.0000     1  1     22.5   500.0     4.5     1.0  2247.2
    21     21          1.0000     1     22     22          1.0000*    1  1    611.9   500.0   122.4     1.0 61193.1
    22     22          1.0000     1     23     23          1.0000*    1  1     73.8   500.0    14.8     1.0  7381.5
    23     23          1.0000*    1     24     24          1.0000     1  1    354.5   500.0    70.9     1.0 35448.0
    25     25          1.0000     1     26     26          1.0000*    1  1     89.6   500.0    17.9     1.0  8959.1
    26     26          1.0000     1     27     27          1.0000*    1  1    281.5   500.0    56.3     1.0 28145.0
    26     26          1.0000     1     28     28          1.0000*    1  1    155.9   500.0    31.2     1.0 15588.8
    26     26          1.0000     1     29     29          1.0000*    1  1    207.0   500.0    41.4     1.0 20700.3
    28     28          1.0000     1     29     29          1.0000*    1  1    352.4   500.0    70.5     1.0 35244.9
