Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:32
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    101.3  1000.0    10.1     1.0 10126.7
     1     1           1.0000     1     39     39          1.0000*    1  1    149.5  1000.0    14.9     1.0 14949.1
     2     2           1.0000*    1      3     3           1.0000     1  1    381.0  1000.0    38.1     1.0 38102.5
     2     2           1.0000     1     25     25          1.0000*    1  1    248.2  1000.0    24.8     1.0 24820.4
     3     3           1.0000     1      4     4           1.0000*    1  1     92.4  1000.0     9.2     1.0  9238.6
     3     3           1.0000     1     18     18          1.0000*    1  1     27.7  1000.0     2.8     1.0  2774.6
     4     4           1.0000     1      5     5           1.0000*    1  1    384.7  1000.0    38.5     1.0 38472.6
     4     4           1.0000     1     14     14          1.0000*    1  1     77.9  1000.0     7.8     1.0  7788.7
     5     5           1.0000     1      6     6           1.0000*    1  1    696.6  1000.0    69.7     1.0 69664.7
     5     5           1.0000     1      8     8           1.0000*    1  1    324.8  1000.0    32.5     1.0 32480.9
     6     6           1.0000*    1      7     7           1.0000     1  1    468.8  1000.0    46.9     1.0 46880.5
     6     6           1.0000*    1     11     11          1.0000     1  1    448.2  1000.0    44.8     1.0 44823.6
     7     7           1.0000     1      8     8           1.0000*    1  1    223.7  1000.0    22.4     1.0 22365.2
     8     8           1.0000*    1      9     9           1.0000     1  1     65.6  1000.0     6.6     1.0  6562.0
     9     9           1.0000     1     39     39          1.0000*    1  1    103.7  1000.0    10.4     1.0 10372.6
    10     10          1.0000     1     11     11          1.0000*    1  1    111.3  1000.0    11.1     1.0 11134.4
    10     10          1.0000*    1     13     13          1.0000     1  1    545.5  1000.0    54.5     1.0 54545.3
    13     13          1.0000*    1     14     14          1.0000     1  1     96.6  1000.0     9.7     1.0  9661.7
    14     14          1.0000     1     15     15          1.0000*    1  1     24.5  1000.0     2.5     1.0  2452.3
    15     15          1.0000*    1     16     16          1.0000     1  1    354.0  1000.0    35.4     1.0 35396.9
    16     16          1.0000*    1     17     17          1.0000     1  1    172.7  1000.0    17.3     1.0 17270.6
    16     16          1.0000     1     19     19          1.0000*    1  1    456.3   500.0    91.3     1.0 45631.8
    16     16          1.0000     1     21     21          1.0000*    1  1    332.8   500.0    66.6     1.0 33283.0
    16     16          1.0000*    1     24     24          1.0000     1  1     99.4   500.0    19.9     1.0  9944.9
    17     17          1.0000*    1     18     18          1.0000     1  1    162.8   500.0    32.6     1.0 16284.4
    17     17          1.0000*    1     27     27          1.0000     1  1     32.1   500.0     6.4     1.0  3205.5
    21     21          1.0000     1     22     22          1.0000*    1  1    614.7   700.0    87.8     1.0 61470.7
    22     22          1.0000     1     23     23          1.0000*    1  1     74.6   500.0    14.9     1.0  7461.2
    23     23          1.0000*    1     24     24          1.0000     1  1    353.9   500.0    70.8     1.0 35393.6
    25     25          1.0000     1     26     26          1.0000*    1  1     95.2   500.0    19.0     1.0  9518.3
    26     26          1.0000     1     27     27          1.0000*    1  1    288.9   500.0    57.8     1.0 28891.3
    26     26          1.0000     1     28     28          1.0000*    1  1    153.8   500.0    30.8     1.0 15376.0
    26     26          1.0000     1     29     29          1.0000*    1  1    205.0   500.0    41.0     1.0 20500.0
    28     28          1.0000     1     29     29          1.0000*    1  1    351.8   500.0    70.4     1.0 35178.6
