NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,117.2602310180664,30-1 
31,1 ,750.0,0.0,1581.1766357421875,800.0,-500.0,772.7813720703125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,181.7568817138672,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,96.13585662841797,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,161.05502319335938,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,196.7451629638672,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,92.2905044555664,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-13.105435371398926,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,14.294211387634277,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,29.986064910888672,39-1 
