NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,197.00765991210938,30-1 
31,1 ,750.0,0.0,633.8107299804688,800.0,-500.0,545.775146484375,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,221.8308868408203,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,222.32521057128906,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,219.53738403320312,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,194.6424102783203,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,299.4498596191406,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,318.8560485839844,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,21.828861236572266,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,57.35100555419922,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,67.67481231689453,39-1 
