Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:09
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    141.3  1000.0    14.1     1.0 14131.2
     1     1           1.0000     1     39     39          1.0000*    1  1    176.5  1000.0    17.7     1.0 17653.7
     2     2           1.0000*    1      3     3           1.0000     1  1    370.4  1000.0    37.0     1.0 37040.8
     2     2           1.0000     1     25     25          1.0000*    1  1    288.4  1000.0    28.8     1.0 28842.5
     3     3           1.0000*    1      4     4           1.0000     1  1    170.5  1000.0    17.0     1.0 17047.4
     3     3           1.0000     1     18     18          1.0000*    1  1    144.5  1000.0    14.5     1.0 14452.7
     4     4           1.0000*    1      5     5           1.0000     1  1    179.6  1000.0    18.0     1.0 17961.7
     4     4           1.0000     1     14     14          1.0000*    1  1    216.9  1000.0    21.7     1.0 21689.4
     5     5           1.0000     1      6     6           1.0000*    1  1    436.6  1000.0    43.7     1.0 43655.2
     5     5           1.0000     1      8     8           1.0000*    1  1    331.9  1000.0    33.2     1.0 33193.1
     6     6           1.0000*    1      7     7           1.0000     1  1    430.1  1000.0    43.0     1.0 43011.6
     6     6           1.0000     1     11     11          1.0000*    1  1    191.9  1000.0    19.2     1.0 19192.4
     7     7           1.0000     1      8     8           1.0000*    1  1    182.7  1000.0    18.3     1.0 18271.6
     8     8           1.0000*    1      9     9           1.0000     1  1     38.5  1000.0     3.9     1.0  3853.9
     9     9           1.0000     1     39     39          1.0000*    1  1    151.6  1000.0    15.2     1.0 15161.9
    10     10          1.0000*    1     11     11          1.0000     1  1    345.2  1000.0    34.5     1.0 34520.1
    10     10          1.0000     1     13     13          1.0000*    1  1    327.4  1000.0    32.7     1.0 32743.2
    13     13          1.0000     1     14     14          1.0000*    1  1     70.3  1000.0     7.0     1.0  7025.8
    14     14          1.0000     1     15     15          1.0000*    1  1    188.1  1000.0    18.8     1.0 18807.4
    15     15          1.0000     1     16     16          1.0000*    1  1    468.2  1000.0    46.8     1.0 46817.3
    16     16          1.0000*    1     17     17          1.0000     1  1    336.1  1000.0    33.6     1.0 33613.6
    16     16          1.0000     1     19     19          1.0000*    1  1    459.2   500.0    91.8     1.0 45920.0
    16     16          1.0000     1     21     21          1.0000*    1  1    496.7   500.0    99.3     1.0 49671.1
    16     16          1.0000     1     24     24          1.0000*    1  1    178.8   500.0    35.8     1.0 17880.4
    17     17          1.0000*    1     18     18          1.0000     1  1    286.4   500.0    57.3     1.0 28638.6
    17     17          1.0000*    1     27     27          1.0000     1  1     59.0   500.0    11.8     1.0  5902.6
    21     21          1.0000     1     22     22          1.0000*    1  1    769.2   500.0   153.8     1.0 76922.3
    22     22          1.0000     1     23     23          1.0000*    1  1    236.2   500.0    47.2     1.0 23619.5
    23     23          1.0000     1     24     24          1.0000*    1  1    497.0   500.0    99.4     1.0 49697.6
    25     25          1.0000     1     26     26          1.0000*    1  1     69.7   500.0    13.9     1.0  6966.4
    26     26          1.0000     1     27     27          1.0000*    1  1    258.7   500.0    51.7     1.0 25866.6
    26     26          1.0000     1     28     28          1.0000*    1  1    153.6   500.0    30.7     1.0 15359.8
    26     26          1.0000     1     29     29          1.0000*    1  1    204.8   500.0    41.0     1.0 20484.7
    28     28          1.0000     1     29     29          1.0000*    1  1    351.7   500.0    70.3     1.0 35173.7
