NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,109.78128814697266,30-1 
31,1 ,750.0,0.0,574.791748046875,800.0,-500.0,526.5648193359375,31-1 
31,2 ,400.0,0.0,1006.14013671875,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,152.01913452148438,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,91.12269592285156,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,158.7317657470703,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,191.118896484375,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,89.09999084472656,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-17.508852005004883,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,11.419337272644043,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,12.95978832244873,39-1 
