from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,102.1,1000.0,10.2,1.0,10207.5
1,,1.0000,39,,1.0000*,151.1,1000.0,15.1,1.0,15111.2
2,,1.0000*,3,,1.0000,379.5,1000.0,38.0,1.0,37952.0
2,,1.0000,25,,1.0000*,249.6,1000.0,25.0,1.0,24959.8
3,,1.0000,4,,1.0000*,80.5,1000.0,8.1,1.0,8050.6
3,,1.0000,18,,1.0000*,32.3,1000.0,3.2,1.0,3234.1
4,,1.0000,5,,1.0000*,387.7,1000.0,38.8,1.0,38767.9
4,,1.0000,14,,1.0000*,82.3,1000.0,8.2,1.0,8234.1
5,,1.0000,6,,1.0000*,694.6,1000.0,69.5,1.0,69460.2
5,,1.0000,8,,1.0000*,326.4,1000.0,32.6,1.0,32642.2
6,,1.0000*,7,,1.0000,470.6,1000.0,47.1,1.0,47061.6
6,,1.0000*,11,,1.0000,459.0,1000.0,45.9,1.0,45901.4
7,,1.0000,8,,1.0000*,224.4,1000.0,22.4,1.0,22439.4
8,,1.0000*,9,,1.0000,51.9,1000.0,5.2,1.0,5193.2
9,,1.0000,39,,1.0000*,118.6,1000.0,11.9,1.0,11858.3
10,,1.0000*,11,,1.0000,112.0,1000.0,11.2,1.0,11197.7
10,,1.0000*,13,,1.0000,545.3,1000.0,54.5,1.0,54534.5
13,,1.0000*,14,,1.0000,92.4,1000.0,9.2,1.0,9243.0
14,,1.0000,15,,1.0000*,36.3,1000.0,3.6,1.0,3626.0
15,,1.0000*,16,,1.0000,349.7,1000.0,35.0,1.0,34965.8
16,,1.0000*,17,,1.0000,173.3,1000.0,17.3,1.0,17331.6
16,,1.0000,19,,1.0000*,455.7,500.0,91.1,1.0,45574.1
16,,1.0000,21,,1.0000*,333.5,500.0,66.7,1.0,33345.2
16,,1.0000*,24,,1.0000,96.7,500.0,19.3,1.0,9670.4
17,,1.0000*,18,,1.0000,163.4,500.0,32.7,1.0,16337.4
17,,1.0000*,27,,1.0000,29.1,500.0,5.8,1.0,2911.0
21,,1.0000,22,,1.0000*,613.9,500.0,122.8,1.0,61394.5
22,,1.0000,23,,1.0000*,74.4,500.0,14.9,1.0,7441.0
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0,35402.8
25,,1.0000,26,,1.0000*,95.0,500.0,19.0,1.0,9504.6
26,,1.0000,27,,1.0000*,288.3,500.0,57.7,1.0,28828.9
26,,1.0000,28,,1.0000*,154.3,500.0,30.9,1.0,15430.3
26,,1.0000,29,,1.0000*,205.5,500.0,41.1,1.0,20551.4
28,,1.0000,29,,1.0000*,352.0,500.0,70.4,1.0,35195.2
