from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,318.2,1000.0,31.8,1.0 31817.2
1,,1.0000*,39,,1.0000,309.0,1000.0,30.9,1.0 30899.5
2,,1.0000*,3,,1.0000,1013.7,1000.0,101.4,1.0101366.5
2,,1.0000*,25,,1.0000,102.8,1000.0,10.3,1.0 10282.6
3,,1.0000,4,,1.0000*,591.4,1000.0,59.1,1.0 59140.9
3,,1.0000*,18,,1.0000,106.2,1000.0,10.6,1.0 10616.7
4,,1.0000*,5,,1.0000,218.4,1000.0,21.8,1.0 21837.3
4,,1.0000,14,,1.0000*,39.1,1000.0,3.9,1.0  3907.6
5,,1.0000*,6,,1.0000,148.5,1000.0,14.8,1.0 14848.1
5,,1.0000,8,,1.0000*,269.0,1000.0,26.9,1.0 26895.9
6,,1.0000,7,,1.0000*,327.8,1000.0,32.8,1.0 32778.7
6,,1.0000,11,,1.0000*,275.6,1000.0,27.6,1.0 27559.2
7,,1.0000,8,,1.0000*,83.3,1000.0,8.3,1.0  8327.5
8,,1.0000*,9,,1.0000,203.4,1000.0,20.3,1.0 20344.2
9,,1.0000,39,,1.0000*,231.2,1000.0,23.1,1.0 23122.6
10,,1.0000*,11,,1.0000,365.4,1000.0,36.5,1.0 36536.0
10,,1.0000,13,,1.0000*,325.2,1000.0,32.5,1.0 32516.1
13,,1.0000,14,,1.0000*,220.6,1000.0,22.1,1.0 22058.4
14,,1.0000,15,,1.0000*,256.6,1000.0,25.7,1.0 25661.8
15,,1.0000,16,,1.0000*,582.5,1000.0,58.2,1.0 58246.3
16,,1.0000,17,,1.0000*,94.4,1000.0,9.4,1.0  9439.1
16,,1.0000,19,,1.0000*,461.1,500.0,92.2,1.0 46112.7
16,,1.0000,21,,1.0000*,330.7,500.0,66.1,1.0 33067.9
16,,1.0000*,24,,1.0000,114.0,500.0,22.8,1.0 11402.7
17,,1.0000,18,,1.0000*,93.9,500.0,18.8,1.0  9387.0
17,,1.0000,27,,1.0000*,149.8,500.0,30.0,1.0 14984.8
21,,1.0000,22,,1.0000*,619.4,500.0,123.9,1.0 61938.8
22,,1.0000,23,,1.0000*,75.7,500.0,15.1,1.0  7567.6
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35395.5
25,,1.0000*,26,,1.0000,246.2,500.0,49.2,1.0 24622.1
26,,1.0000*,27,,1.0000,432.6,500.0,86.5,1.0 43264.2
26,,1.0000,28,,1.0000*,146.5,500.0,29.3,1.0 14646.6
26,,1.0000,29,,1.0000*,197.8,500.0,39.6,1.0 19777.4
28,,1.0000,29,,1.0000*,349.9,500.0,70.0,1.0 34988.5
