Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:34
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     71.4  1000.0     7.1     1.0  7144.7
     1     1           1.0000     1     39     39          1.0000*    1  1    140.0  1000.0    14.0     1.0 14001.6
     2     2           1.0000     1      3     3           1.0000*    1  1    145.7  1000.0    14.6     1.0 14574.1
     2     2           1.0000*    1     25     25          1.0000     1  1    211.9  1000.0    21.2     1.0 21194.3
     3     3           1.0000     1      4     4           1.0000*    1  1    420.8  1000.0    42.1     1.0 42077.3
     3     3           1.0000     1     18     18          1.0000*    1  1    188.7  1000.0    18.9     1.0 18870.0
     4     4           1.0000     1      5     5           1.0000*    1  1    695.9  1000.0    69.6     1.0 69586.2
     4     4           1.0000     1     14     14          1.0000*    1  1    230.1  1000.0    23.0     1.0 23014.9
     5     5           1.0000     1      6     6           1.0000*    1  1   1046.8  1000.0   104.7     1.0104676.2
     5     5           1.0000*    1      8     8           1.0000     1  1    366.5  1000.0    36.7     1.0 36650.1
     6     6           1.0000*    1      7     7           1.0000     1  1    570.8  1000.0    57.1     1.0 57080.4
     6     6           1.0000     1     11     11          1.0000*    1  1     75.4  1000.0     7.5     1.0  7539.3
     7     7           1.0000*    1      8     8           1.0000     1  1    323.9  1000.0    32.4     1.0 32394.5
     8     8           1.0000*    1      9     9           1.0000     1  1    163.3  1000.0    16.3     1.0 16331.3
     9     9           1.0000     1     39     39          1.0000*    1  1    181.5  1000.0    18.1     1.0 18147.7
    10     10          1.0000*    1     11     11          1.0000     1  1     58.1  1000.0     5.8     1.0  5806.0
    10     10          1.0000*    1     13     13          1.0000     1  1    602.4  1000.0    60.2     1.0 60237.4
    13     13          1.0000*    1     14     14          1.0000     1  1    622.0  1000.0    62.2     1.0 62203.2
    14     14          1.0000*    1     15     15          1.0000     1  1    390.4  1000.0    39.0     1.0 39041.2
    15     15          1.0000*    1     16     16          1.0000     1  1    152.1  1000.0    15.2     1.0 15209.6
    16     16          1.0000*    1     17     17          1.0000     1  1    561.7  1000.0    56.2     1.0 56170.4
    16     16          1.0000     1     19     19          1.0000*    1  1    458.7   500.0    91.7     1.0 45870.1
    16     16          1.0000     1     21     21          1.0000*    1  1    331.4   500.0    66.3     1.0 33137.0
    16     16          1.0000*    1     24     24          1.0000     1  1    107.7   500.0    21.5     1.0 10774.9
    17     17          1.0000*    1     18     18          1.0000     1  1     47.5   500.0     9.5     1.0  4746.8
    17     17          1.0000*    1     27     27          1.0000     1  1    581.4   500.0   116.3     1.0 58142.2
    21     21          1.0000     1     22     22          1.0000*    1  1    617.2   700.0    88.2     1.0 61724.1
    22     22          1.0000     1     23     23          1.0000*    1  1     75.2   500.0    15.0     1.0  7521.9
    23     23          1.0000*    1     24     24          1.0000     1  1    353.8   500.0    70.8     1.0 35384.3
    25     25          1.0000*    1     26     26          1.0000     1  1    521.7   500.0   104.3     1.0 52171.0
    26     26          1.0000     1     27     27          1.0000*    1  1    305.0   500.0    61.0     1.0 30498.5
    26     26          1.0000*    1     28     28          1.0000     1  1    148.9   500.0    29.8     1.0 14893.9
    26     26          1.0000*    1     29     29          1.0000     1  1    196.6   500.0    39.3     1.0 19660.7
    28     28          1.0000     1     29     29          1.0000*    1  1    349.6   500.0    69.9     1.0 34955.3
