Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:11
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     83.2  1000.0     8.3     1.0  8323.1
     1     1           1.0000     1     39     39          1.0000*    1  1    143.6  1000.0    14.4     1.0 14362.6
     2     2           1.0000     1      3     3           1.0000*    1  1    234.0  1000.0    23.4     1.0 23397.2
     2     2           1.0000     1     25     25          1.0000*    1  1     97.9  1000.0     9.8     1.0  9789.2
     3     3           1.0000*    1      4     4           1.0000     1  1     66.3  1000.0     6.6     1.0  6633.8
     3     3           1.0000     1     18     18          1.0000*    1  1    100.3  1000.0    10.0     1.0 10027.1
     4     4           1.0000*    1      5     5           1.0000     1  1    296.9  1000.0    29.7     1.0 29689.4
     4     4           1.0000     1     14     14          1.0000*    1  1    298.3  1000.0    29.8     1.0 29831.7
     5     5           1.0000     1      6     6           1.0000*    1  1    606.6  1000.0    60.7     1.0 60658.4
     5     5           1.0000     1      8     8           1.0000*    1  1    351.6  1000.0    35.2     1.0 35159.7
     6     6           1.0000*    1      7     7           1.0000     1  1    477.6  1000.0    47.8     1.0 47760.5
     6     6           1.0000     1     11     11          1.0000*    1  1    338.7  1000.0    33.9     1.0 33866.0
     7     7           1.0000     1      8     8           1.0000*    1  1    229.7  1000.0    23.0     1.0 22968.3
     8     8           1.0000*    1      9     9           1.0000     1  1     41.9  1000.0     4.2     1.0  4192.6
     9     9           1.0000     1     39     39          1.0000*    1  1    153.1  1000.0    15.3     1.0 15310.9
    10     10          1.0000*    1     11     11          1.0000     1  1    324.3  1000.0    32.4     1.0 32434.2
    10     10          1.0000     1     13     13          1.0000*    1  1    348.2  1000.0    34.8     1.0 34822.6
    13     13          1.0000*    1     14     14          1.0000     1  1    342.0  1000.0    34.2     1.0 34200.3
    14     14          1.0000     1     15     15          1.0000*    1  1    130.0  1000.0    13.0     1.0 13000.9
    15     15          1.0000*    1     16     16          1.0000     1  1    274.4  1000.0    27.4     1.0 27442.1
    16     16          1.0000     1     17     17          1.0000*    1  1    525.1  1000.0    52.5     1.0 52511.9
    16     16          1.0000     1     19     19          1.0000*    1  1    460.3   500.0    92.1     1.0 46032.2
    16     16          1.0000*    1     21     21          1.0000     1  1    539.4   500.0   107.9     1.0 53937.4
    16     16          1.0000*    1     24     24          1.0000     1  1    152.7   500.0    30.5     1.0 15272.7
    17     17          1.0000*    1     18     18          1.0000     1  1    204.4   500.0    40.9     1.0 20440.5
    17     17          1.0000*    1     27     27          1.0000     1  1    325.5   500.0    65.1     1.0 32549.5
    21     21          1.0000     1     22     22          1.0000*    1  1    799.5   500.0   159.9     1.0 79952.4
    22     22          1.0000*    1     23     23          1.0000     1  1    163.8   500.0    32.8     1.0 16384.1
    23     23          1.0000*    1     24     24          1.0000     1  1    463.1   500.0    92.6     1.0 46305.5
    25     25          1.0000*    1     26     26          1.0000     1  1    269.1   500.0    53.8     1.0 26908.4
    26     26          1.0000     1     27     27          1.0000*    1  1    101.4   500.0    20.3     1.0 10143.7
    26     26          1.0000     1     28     28          1.0000*    1  1    149.5   500.0    29.9     1.0 14950.8
    26     26          1.0000     1     29     29          1.0000*    1  1    200.9   500.0    40.2     1.0 20088.4
    28     28          1.0000     1     29     29          1.0000*    1  1    350.6   500.0    70.1     1.0 35058.4
