NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,132.22898864746094,30-1 
31,1 ,750.0,0.0,603.610107421875,800.0,-500.0,426.93902587890625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,49.28717041015625,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,99.87510681152344,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,162.787353515625,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,200.94142150878906,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,94.67020416259766,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,109.16523742675781,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,88.66576385498047,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-16.33049774169922,39-1 
39,2 ,400.0,0.0,1000.0,300.0,0.0,0.0,39-2 
