from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,457.2,1000.0,45.7,1.0,45722.1
1,,1.0000,39,,1.0000*,465.4,1000.0,46.5,1.0,46540.5
2,,1.0000*,3,,1.0000,405.3,1000.0,40.5,1.0,40532.2
2,,1.0000*,25,,1.0000,284.0,1000.0,28.4,1.0,28403.6
3,,1.0000,4,,1.0000*,149.2,1000.0,14.9,1.0,14922.1
3,,1.0000,18,,1.0000*,234.3,1000.0,23.4,1.0,23425.7
4,,1.0000,5,,1.0000*,462.4,1000.0,46.2,1.0,46242.3
4,,1.0000,14,,1.0000*,201.6,1000.0,20.2,1.0,20156.1
5,,1.0000,6,,1.0000*,530.0,1000.0,53.0,1.0,53004.6
5,,1.0000,8,,1.0000*,191.2,1000.0,19.1,1.0,19121.2
6,,1.0000,7,,1.0000*,294.9,1000.0,29.5,1.0,29492.9
6,,1.0000,11,,1.0000*,214.6,1000.0,21.5,1.0,21456.4
7,,1.0000,8,,1.0000*,98.4,1000.0,9.8,1.0,9842.4
8,,1.0000*,9,,1.0000,452.5,1000.0,45.3,1.0,45254.7
9,,1.0000,39,,1.0000*,469.4,1000.0,46.9,1.0,46940.3
10,,1.0000*,11,,1.0000,206.6,1000.0,20.7,1.0,20663.0
10,,1.0000*,13,,1.0000,462.1,1000.0,46.2,1.0,46214.4
13,,1.0000*,14,,1.0000,468.5,1000.0,46.9,1.0,46851.7
14,,1.0000,15,,1.0000*,273.5,1000.0,27.4,1.0,27352.0
15,,1.0000*,16,,1.0000,106.5,1000.0,10.6,1.0,10648.3
16,,1.0000*,17,,1.0000,440.9,1000.0,44.1,1.0,44089.4
16,,1.0000,19,,1.0000*,456.8,500.0,91.4,1.0,45681.8
16,,1.0000,21,,1.0000*,332.4,500.0,66.5,1.0,33241.0
16,,1.0000*,24,,1.0000,101.5,500.0,20.3,1.0,10150.0
17,,1.0000*,18,,1.0000,78.3,500.0,15.7,1.0,7827.9
17,,1.0000*,27,,1.0000,511.9,500.0,102.4,1.0,51185.6
21,,1.0000,22,,1.0000*,615.3,500.0,123.1,1.0,61530.1
22,,1.0000,23,,1.0000*,74.8,500.0,15.0,1.0,7476.2
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35388.7
25,,1.0000*,26,,1.0000,593.1,500.0,118.6,1.0,59310.9
26,,1.0000,27,,1.0000*,231.3,500.0,46.3,1.0,23130.3
26,,1.0000*,28,,1.0000,149.5,500.0,29.9,1.0,14948.5
26,,1.0000*,29,,1.0000,197.0,500.0,39.4,1.0,19700.8
28,,1.0000,29,,1.0000*,349.5,500.0,69.9,1.0,34953.0
