from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,177.3,1000.0,17.7,1.0,17734.1
1,,1.0000,39,,1.0000*,179.0,1000.0,17.9,1.0,17902.2
2,,1.0000*,3,,1.0000,728.8,1000.0,72.9,1.0,72881.6
2,,1.0000*,25,,1.0000,367.1,1000.0,36.7,1.0,36705.8
3,,1.0000*,4,,1.0000,148.5,1000.0,14.8,1.0,14849.0
3,,1.0000*,18,,1.0000,278.2,1000.0,27.8,1.0,27819.1
4,,1.0000*,5,,1.0000,244.5,1000.0,24.5,1.0,24454.5
4,,1.0000,14,,1.0000*,190.6,1000.0,19.1,1.0,19063.9
5,,1.0000,6,,1.0000*,484.1,1000.0,48.4,1.0,48410.7
5,,1.0000,8,,1.0000*,313.4,1000.0,31.3,1.0,31340.4
6,,1.0000*,7,,1.0000,424.3,1000.0,42.4,1.0,42427.5
6,,1.0000,11,,1.0000*,338.9,1000.0,33.9,1.0,33893.2
7,,1.0000,8,,1.0000*,176.8,1000.0,17.7,1.0,17678.5
8,,1.0000,9,,1.0000*,64.6,1000.0,6.5,1.0,6458.0
9,,1.0000,39,,1.0000*,163.5,1000.0,16.4,1.0,16354.9
10,,1.0000*,11,,1.0000,324.5,1000.0,32.5,1.0,32454.1
10,,1.0000,13,,1.0000*,348.4,1000.0,34.8,1.0,34842.3
13,,1.0000*,14,,1.0000,341.9,1000.0,34.2,1.0,34191.4
14,,1.0000,15,,1.0000*,174.7,1000.0,17.5,1.0,17469.2
15,,1.0000*,16,,1.0000,181.2,1000.0,18.1,1.0,18121.5
16,,1.0000,17,,1.0000*,328.0,1000.0,32.8,1.0,32804.0
16,,1.0000,19,,1.0000*,457.6,500.0,91.5,1.0,45764.5
16,,1.0000,21,,1.0000*,331.9,500.0,66.4,1.0,33187.2
16,,1.0000*,24,,1.0000,104.5,500.0,20.9,1.0,10446.7
17,,1.0000,18,,1.0000*,120.2,500.0,24.0,1.0,12023.9
17,,1.0000*,27,,1.0000,446.1,500.0,89.2,1.0,44605.3
21,,1.0000,22,,1.0000*,616.2,500.0,123.2,1.0,61619.8
22,,1.0000,23,,1.0000*,75.0,500.0,15.0,1.0,7497.9
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0,35384.7
25,,1.0000*,26,,1.0000,662.7,500.0,132.5,1.0,66266.3
26,,1.0000,27,,1.0000*,161.7,500.0,32.3,1.0,16169.2
26,,1.0000*,28,,1.0000,152.9,500.0,30.6,1.0,15292.2
26,,1.0000*,29,,1.0000,199.5,500.0,39.9,1.0,19954.8
28,,1.0000,29,,1.0000*,349.6,500.0,69.9,1.0,34961.2
