NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,5.429849624633789,30-1 
30,2 ,400.0,0.0,1000.0,300.0,0.0,21.719398498535156,30-2 
31,1 ,750.0,0.0,598.6514282226562,800.0,-500.0,382.3421630859375,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,15.943147659301758,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,83.99927520751953,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,155.43106079101562,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,183.1254119873047,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,84.56700897216797,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,198.30809020996094,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,50.15583801269531,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-8.234898567199707,39-1 
