NUMBER,PU,Angle
1,1.0548925399780273,-0.5577168464660645
2,1.063819408416748,-0.5897687077522278
3,1.0478078126907349,-0.5625165700912476
4,1.0355881452560425,-0.47084957361221313
5,1.0459027290344238,-0.39039546251296997
6,1.046876311302185,-0.36519578099250793
7,1.0339083671569824,-0.41358503699302673
8,1.0317788124084473,-0.4282311797142029
9,1.0407946109771729,-0.4933028221130371
10,1.0413740873336792,-0.35813209414482117
11,1.0421552658081055,-0.36121615767478943
12,1.0272995233535767,-0.37188825011253357
13,1.037894606590271,-0.3808543086051941
14,1.0346906185150146,-0.43674761056900024
15,1.0272202491760254,-0.49949580430984497
16,1.038718581199646,-0.4994138777256012
17,1.0404258966445923,-0.53937828540802
18,1.0419368743896484,-0.5555768609046936
19,1.0523860454559326,-0.41906386613845825
20,0.9922543168067932,-0.4435589015483856
21,1.0366482734680176,-0.45775651931762695
22,1.0524121522903442,-0.3805426359176636
23,1.0474976301193237,-0.3839885890483856
24,1.0436409711837769,-0.4973240792751312
25,1.0344582796096802,-0.6340400576591492
26,1.0462920665740967,-0.5813971757888794
27,1.0380518436431885,-0.5824403166770935
28,1.0471290349960327,-0.5198054313659668
29,1.047888994216919,-0.47148990631103516
30,1.0475000143051147,-0.548134982585907
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.22184088826179504
33,0.9972000122070312,-0.32810238003730774
34,1.0123000144958496,-0.35302624106407166
35,1.049299955368042,-0.2941596806049347
36,1.0635000467300415,-0.2472381889820099
37,1.0277999639511108,-0.7377938628196716
38,1.0264999866485596,-0.348069429397583
39,1.0299999713897705,-0.5371392369270325
