from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,82.4,1000.0,8.2,1.0,8238.6
1,,1.0000,39,,1.0000*,114.2,1000.0,11.4,1.0,11423.0
2,,1.0000,3,,1.0000*,87.1,1000.0,8.7,1.0,8708.5
2,,1.0000,25,,1.0000*,246.8,1000.0,24.7,1.0,24682.9
3,,1.0000*,4,,1.0000,70.3,1000.0,7.0,1.0,7034.3
3,,1.0000,18,,1.0000*,289.1,1000.0,28.9,1.0,28905.6
4,,1.0000*,5,,1.0000,260.6,1000.0,26.1,1.0,26056.8
4,,1.0000,14,,1.0000*,317.1,1000.0,31.7,1.0,31712.1
5,,1.0000,6,,1.0000*,554.6,1000.0,55.5,1.0,55461.9
5,,1.0000,8,,1.0000*,358.4,1000.0,35.8,1.0,35841.0
6,,1.0000*,7,,1.0000,475.8,1000.0,47.6,1.0,47579.5
6,,1.0000,11,,1.0000*,381.4,1000.0,38.1,1.0,38137.3
7,,1.0000,8,,1.0000*,227.8,1000.0,22.8,1.0,22781.9
8,,1.0000*,9,,1.0000,52.3,1000.0,5.2,1.0,5231.6
9,,1.0000,39,,1.0000*,147.5,1000.0,14.8,1.0,14753.0
10,,1.0000*,11,,1.0000,364.8,1000.0,36.5,1.0,36476.3
10,,1.0000,13,,1.0000*,310.4,1000.0,31.0,1.0,31037.3
13,,1.0000,14,,1.0000*,298.1,1000.0,29.8,1.0,29814.1
14,,1.0000,15,,1.0000*,126.3,1000.0,12.6,1.0,12634.5
15,,1.0000,16,,1.0000*,342.7,1000.0,34.3,1.0,34270.0
16,,1.0000,17,,1.0000*,221.8,1000.0,22.2,1.0,22179.3
16,,1.0000,19,,1.0000*,463.7,500.0,92.7,1.0,46369.0
16,,1.0000,21,,1.0000*,330.4,500.0,66.1,1.0,33036.1
16,,1.0000*,24,,1.0000,119.5,500.0,23.9,1.0,11953.5
17,,1.0000*,18,,1.0000,424.3,500.0,84.9,1.0,42429.5
17,,1.0000,27,,1.0000*,383.5,500.0,76.7,1.0,38354.6
21,,1.0000,22,,1.0000*,621.4,500.0,124.3,1.0,62143.4
22,,1.0000,23,,1.0000*,76.1,500.0,15.2,1.0,7607.8
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35418.2
25,,1.0000*,26,,1.0000,633.5,500.0,126.7,1.0,63350.7
26,,1.0000,27,,1.0000*,578.2,500.0,115.6,1.0,57820.0
26,,1.0000*,28,,1.0000,629.1,500.0,125.8,1.0,62912.1
26,,1.0000,29,,1.0000*,679.3,500.0,135.9,1.0,67930.6
28,,1.0000,29,,1.0000*,842.4,500.0,168.5,1.0,84241.9
