Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:15
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1     68.3  1000.0     6.8     1.0  6830.8
     1     1           1.0000     1     39     39          1.0000*    1  1    145.7  1000.0    14.6     1.0 14569.8
     2     2           1.0000     1      3     3           1.0000*    1  1    113.5  1000.0    11.3     1.0 11345.7
     2     2           1.0000     1     25     25          1.0000*    1  1    137.6  1000.0    13.8     1.0 13761.2
     3     3           1.0000     1      4     4           1.0000*    1  1    190.4  1000.0    19.0     1.0 19035.1
     3     3           1.0000     1     18     18          1.0000*    1  1     75.5  1000.0     7.5     1.0  7547.9
     4     4           1.0000     1      5     5           1.0000*    1  1    424.1  1000.0    42.4     1.0 42410.1
     4     4           1.0000     1     14     14          1.0000*    1  1    275.0  1000.0    27.5     1.0 27499.4
     5     5           1.0000     1      6     6           1.0000*    1  1    762.7  1000.0    76.3     1.0 76274.1
     5     5           1.0000     1      8     8           1.0000*    1  1    363.2  1000.0    36.3     1.0 36318.4
     6     6           1.0000*    1      7     7           1.0000     1  1    514.2  1000.0    51.4     1.0 51416.0
     6     6           1.0000     1     11     11          1.0000*    1  1    242.5  1000.0    24.3     1.0 24254.9
     7     7           1.0000     1      8     8           1.0000*    1  1    266.2  1000.0    26.6     1.0 26618.3
     8     8           1.0000*    1      9     9           1.0000     1  1     87.8  1000.0     8.8     1.0  8777.2
     9     9           1.0000     1     39     39          1.0000*    1  1    167.8  1000.0    16.8     1.0 16784.1
    10     10          1.0000*    1     11     11          1.0000     1  1    234.4  1000.0    23.4     1.0 23442.2
    10     10          1.0000*    1     13     13          1.0000     1  1    433.2  1000.0    43.3     1.0 43315.0
    13     13          1.0000*    1     14     14          1.0000     1  1    438.6  1000.0    43.9     1.0 43864.1
    14     14          1.0000     1     15     15          1.0000*    1  1    177.5  1000.0    17.8     1.0 17754.7
    15     15          1.0000*    1     16     16          1.0000     1  1    178.0  1000.0    17.8     1.0 17798.6
    16     16          1.0000*    1     17     17          1.0000     1  1    346.6  1000.0    34.7     1.0 34656.4
    16     16          1.0000     1     19     19          1.0000*    1  1    454.6   500.0    90.9     1.0 45455.4
    16     16          1.0000     1     21     21          1.0000*    1  1    336.3   500.0    67.3     1.0 33631.9
    16     16          1.0000*    1     24     24          1.0000     1  1     86.7   500.0    17.3     1.0  8675.0
    17     17          1.0000*    1     18     18          1.0000     1  1    204.8   500.0    41.0     1.0 20482.1
    17     17          1.0000*    1     27     27          1.0000     1  1    140.2   500.0    28.0     1.0 14019.6
    21     21          1.0000     1     22     22          1.0000*    1  1    611.5   500.0   122.3     1.0 61150.2
    22     22          1.0000     1     23     23          1.0000*    1  1     73.7   500.0    14.7     1.0  7367.3
    23     23          1.0000*    1     24     24          1.0000     1  1    354.6   500.0    70.9     1.0 35462.8
    25     25          1.0000*    1     26     26          1.0000     1  1     59.0   500.0    11.8     1.0  5899.7
    26     26          1.0000     1     27     27          1.0000*    1  1    156.3   500.0    31.3     1.0 15627.1
    26     26          1.0000     1     28     28          1.0000*    1  1    155.1   500.0    31.0     1.0 15513.4
    26     26          1.0000     1     29     29          1.0000*    1  1    206.3   500.0    41.3     1.0 20629.7
    28     28          1.0000     1     29     29          1.0000*    1  1    352.2   500.0    70.4     1.0 35221.1
