from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,133.1,1000.0,13.3,1.0,13307.5
1,,1.0000,39,,1.0000*,159.4,1000.0,15.9,1.0,15943.6
2,,1.0000*,3,,1.0000,446.3,1000.0,44.6,1.0,44629.4
2,,1.0000*,25,,1.0000,701.9,1000.0,70.2,1.0,70192.3
3,,1.0000*,4,,1.0000,92.5,1000.0,9.2,1.0,9249.9
3,,1.0000,18,,1.0000*,57.6,1000.0,5.8,1.0,5759.3
4,,1.0000*,5,,1.0000,223.0,1000.0,22.3,1.0,22304.7
4,,1.0000,14,,1.0000*,246.6,1000.0,24.7,1.0,24661.7
5,,1.0000,6,,1.0000*,494.9,1000.0,49.5,1.0,49490.7
5,,1.0000,8,,1.0000*,334.3,1000.0,33.4,1.0,33432.6
6,,1.0000*,7,,1.0000,442.6,1000.0,44.3,1.0,44260.4
6,,1.0000,11,,1.0000*,367.3,1000.0,36.7,1.0,36726.8
7,,1.0000,8,,1.0000*,194.9,1000.0,19.5,1.0,19489.8
8,,1.0000,9,,1.0000*,36.0,1000.0,3.6,1.0,3596.7
9,,1.0000,39,,1.0000*,159.2,1000.0,15.9,1.0,15920.0
10,,1.0000*,11,,1.0000,351.7,1000.0,35.2,1.0,35172.0
10,,1.0000,13,,1.0000*,318.8,1000.0,31.9,1.0,31878.3
13,,1.0000*,14,,1.0000,310.9,1000.0,31.1,1.0,31092.9
14,,1.0000,15,,1.0000*,111.9,1000.0,11.2,1.0,11186.2
15,,1.0000*,16,,1.0000,261.7,1000.0,26.2,1.0,26166.6
16,,1.0000*,17,,1.0000,240.3,1000.0,24.0,1.0,24034.5
16,,1.0000,19,,1.0000*,455.1,500.0,91.0,1.0,45510.6
16,,1.0000,21,,1.0000*,334.5,500.0,66.9,1.0,33445.6
16,,1.0000*,24,,1.0000,92.8,500.0,18.6,1.0,9281.7
17,,1.0000*,18,,1.0000,115.3,500.0,23.1,1.0,11533.1
17,,1.0000,27,,1.0000*,133.7,500.0,26.7,1.0,13371.4
21,,1.0000,22,,1.0000*,612.9,500.0,122.6,1.0,61293.1
22,,1.0000,23,,1.0000*,74.1,500.0,14.8,1.0,7412.4
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35421.2
25,,1.0000*,26,,1.0000,104.8,500.0,21.0,1.0,10477.5
26,,1.0000,27,,1.0000*,158.2,500.0,31.6,1.0,15818.1
26,,1.0000,28,,1.0000*,148.0,500.0,29.6,1.0,14798.8
26,,1.0000,29,,1.0000*,199.4,500.0,39.9,1.0,19935.7
28,,1.0000,29,,1.0000*,350.2,500.0,70.0,1.0,35021.2
