from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,55.6,1000.0,5.6,1.0  5562.6
1,,1.0000,39,,1.0000*,133.3,1000.0,13.3,1.0 13329.9
2,,1.0000,3,,1.0000*,245.9,1000.0,24.6,1.0 24593.0
2,,1.0000*,25,,1.0000,426.9,1000.0,42.7,1.0 42690.4
3,,1.0000,4,,1.0000*,132.0,1000.0,13.2,1.0 13201.3
3,,1.0000,18,,1.0000*,418.1,1000.0,41.8,1.0 41807.0
4,,1.0000*,5,,1.0000,244.4,1000.0,24.4,1.0 24436.8
4,,1.0000*,14,,1.0000,441.8,1000.0,44.2,1.0 44176.7
5,,1.0000,6,,1.0000*,564.2,1000.0,56.4,1.0 56419.4
5,,1.0000*,8,,1.0000,380.9,1000.0,38.1,1.0 38085.5
6,,1.0000*,7,,1.0000,495.7,1000.0,49.6,1.0 49566.3
6,,1.0000,11,,1.0000*,446.7,1000.0,44.7,1.0 44665.5
7,,1.0000,8,,1.0000*,247.6,1000.0,24.8,1.0 24759.5
8,,1.0000*,9,,1.0000,92.4,1000.0,9.2,1.0  9238.3
9,,1.0000,39,,1.0000*,161.4,1000.0,16.1,1.0 16135.8
10,,1.0000*,11,,1.0000,425.2,1000.0,42.5,1.0 42518.4
10,,1.0000,13,,1.0000*,257.3,1000.0,25.7,1.0 25725.9
13,,1.0000,14,,1.0000*,238.1,1000.0,23.8,1.0 23812.6
14,,1.0000,15,,1.0000*,266.3,1000.0,26.6,1.0 26627.6
15,,1.0000,16,,1.0000*,531.8,1000.0,53.2,1.0 53177.0
16,,1.0000,17,,1.0000*,926.5,1000.0,92.6,1.0 92645.0
16,,1.0000,19,,1.0000*,1441.5,500.0,288.3,1.0144152.7
16,,1.0000*,21,,1.0000,330.8,500.0,66.2,1.0 33081.2
16,,1.0000*,24,,1.0000,133.8,500.0,26.8,1.0 13376.6
17,,1.0000,18,,1.0000*,559.5,500.0,111.9,1.0 55946.0
17,,1.0000*,27,,1.0000,367.9,500.0,73.6,1.0 36788.7
21,,1.0000,22,,1.0000*,627.4,500.0,125.5,1.0 62742.8
22,,1.0000,23,,1.0000*,77.1,500.0,15.4,1.0  7711.8
23,,1.0000*,24,,1.0000,355.3,500.0,71.1,1.0 35531.9
25,,1.0000,26,,1.0000*,275.0,500.0,55.0,1.0 27502.0
26,,1.0000,27,,1.0000*,143.7,500.0,28.7,1.0 14366.0
26,,1.0000,28,,1.0000*,146.7,500.0,29.3,1.0 14673.2
26,,1.0000,29,,1.0000*,198.1,500.0,39.6,1.0 19805.5
28,,1.0000,29,,1.0000*,349.9,500.0,70.0,1.0 34993.8
