NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,45.154701232910156,30-1 
31,1 ,750.0,0.0,1067.777587890625,800.0,-500.0,478.2049255371094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,22.385208129882812,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,72.80341339111328,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,150.24351501464844,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,170.56375122070312,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,77.44352722167969,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-12.086519241333008,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,7.129761695861816,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-39.261112213134766,39-1 
