NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,60.92189025878906,30-1 
31,1 ,750.0,0.0,1597.7965087890625,800.0,-500.0,727.9923706054688,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,92.79708862304688,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,93.33892822265625,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,159.75848388671875,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,193.6053924560547,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,90.51000213623047,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,118.2185287475586,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,36.04057312011719,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,8.730504989624023,39-1 
